READ SERR 1
@GJ699quiet_model.pco
!
5.07094955 1.03700291E-2 2.7504538E-7
5.05029345 1.02857202E-2 3.67966607E-7
5.02980566 1.02024358E-2 4.7953597E-7
5.00948286 1.01201581E-2 5.63178908E-8
4.98932409 1.00388713E-2 5.53595072E-8
4.9693265 9.95856058E-3 5.43784395E-8
4.94948864 9.8792091E-3 5.85192907E-8
4.92980862 9.80080292E-3 5.24980237E-8
4.91028452 9.72332619E-3 5.30898419E-8
4.89091444 9.64676496E-3 5.07743145E-8
4.87169647 9.57110431E-3 5.00184214E-8
4.85262918 9.49633028E-3 4.93030612E-8
4.83371019 9.42242891E-3 5.08517815E-8
4.81493855 9.34938621E-3 4.80092091E-8
4.79631186 9.27719101E-3 4.74154014E-8
4.77782917 9.20582749E-3 4.89598584E-8
4.75948763 9.13528539E-3 4.60283438E-8
4.74128723 9.06554982E-3 4.73150692E-8
4.72322464 8.99682473E-3 4.72589754E-8
4.70529938 8.92845262E-3 4.42094787E-8
4.68751001 8.86106864E-3 4.33855902E-8
4.66985416 8.79444368E-3 4.24216786E-8
4.65233135 8.72856844E-3 4.1359641E-8
4.63493919 8.66342988E-3 4.07279721E-8
4.61767673 8.59901775E-3 4.00800992E-8
4.60054255 8.53532087E-3 3.94328765E-8
4.58353472 8.47232994E-3 3.89920451E-8
4.56665277 8.41003377E-3 3.84273839E-8
4.54989386 8.34842119E-3 3.77438063E-8
4.53325796 8.28748383E-3 3.71676627E-8
4.51674366 8.22721142E-3 3.70108815E-8
4.50034857 8.16759374E-3 4.24580406E-8
4.48407269 8.10862239E-3 3.68015201E-8
4.46791363 8.05028714E-3 3.79750311E-8
4.45187092 7.99257867E-3 4.22395381E-8
4.43594265 7.93548953E-3 3.53313609E-8
4.42012835 7.87900854E-3 3.55357876E-8
4.4044261 7.82312918E-3 3.3640724E-8
4.38883495 7.76784215E-3 7.95520876E-8
4.37335396 7.71313952E-3 3.66617741E-8
4.35798168 7.65901199E-3 3.14817186E-8
4.34271717 7.60545256E-3 3.07180983E-8
4.32755947 7.55245285E-3 3.00600504E-8
4.31250668 7.50018377E-3 2.96829334E-8
4.29755878 7.44810095E-3 7.60976135E-8
4.28271389 7.39673479E-3 2.86577908E-8
4.26797104 7.34589808E-3 2.82160624E-8
4.25332975 7.29558384E-3 2.77803078E-8
4.23878813 7.24578463E-3 2.73443241E-8
4.22434616 7.19649391E-3 2.69023008E-8
4.21000195 7.14770425E-3 2.64638444E-8
4.19575453 7.09940866E-3 4.426008E-8
4.18160343 7.05160154E-3 3.09236228E-8
4.1675477 7.00427545E-3 2.51768544E-8
4.15358591 6.95742387E-3 2.54791761E-8
4.13971758 6.91104122E-3 2.43476599E-8
4.12594128 6.86512049E-3 2.40017748E-8
4.11225653 6.81965658E-3 3.27043956E-8
4.09866238 6.77464204E-3 2.57945985E-8
4.08515787 6.7300722E-3 3.71429536E-8
4.07174158 6.68594055E-3 2.43551295E-8
4.05841351 6.6422415E-3 2.21264145E-8
4.04517221 6.59896992E-3 2.19169234E-8
4.03201723 6.5561193E-3 2.13423768E-8
4.0189476 6.51368499E-3 2.22357777E-8
4.00596189 6.47166139E-3 2.22400018E-8
3.99306035 6.43004291E-3 7.74073428E-8
3.98024154 6.3888249E-3 3.15363486E-8
3.9675045 6.34815264E-3 4.19826733E-8
3.95484877 6.30756747E-3 7.49465983E-8
3.94227362 6.26751967E-3 1.96102246E-8
3.92977834 6.22785185E-3 1.8689013E-8
3.91736197 6.18855935E-3 2.01791828E-8
3.90502357 6.14963751E-3 1.92448741E-8
3.8927629 6.11108169E-3 1.85487661E-8
3.88057899 6.07288769E-3 1.80970048E-8
3.86847115 6.03505038E-3 1.78769142E-8
3.8564384 5.99756557E-3 1.71274444E-8
3.84448051 5.96042909E-3 1.68772072E-8
3.8325963 5.92363626E-3 1.67389089E-8
3.82078552 5.88718336E-3 1.64382836E-8
3.80904722 5.85106574E-3 1.61666964E-8
3.79738092 5.8152792E-3 1.59271227E-8
3.78578591 5.77982049E-3 1.61459344E-8
3.77426147 5.74468449E-3 1.53840478E-8
3.76280689 5.70986839E-3 1.51210315E-8
3.75142169 5.67536755E-3 1.48820041E-8
3.74010491 5.64117869E-3 1.46547023E-8
3.72885656 5.60729764E-3 1.44331747E-8
3.71767545 5.57372114E-3 1.41741685E-8
3.70656133 5.54044545E-3 1.39354235E-8
3.69551349 5.50746638E-3 1.38428096E-8
3.68453121 5.47478115E-3 1.36588412E-8
3.67361403 5.44251548E-3 1.33164075E-8
3.66276121 5.41027682E-3 1.30673836E-8
3.65197229 5.37845166E-3 1.28619684E-8
3.64124703 5.34690684E-3 1.2646324E-8
3.63058448 5.31563815E-3 1.24227526E-8
3.61998415 5.28464327E-3 1.22804824E-8
3.60944557 5.25391847E-3 1.20655725E-8
3.59896827 5.22346143E-3 1.19422277E-8
3.58855152 5.19326795E-3 1.16414389E-8
3.57819486 5.16333571E-3 1.14799388E-8
3.56789804 5.13366098E-3 1.22793189E-8
3.5576601 5.10424189E-3 1.12721885E-8
3.54748082 5.07507473E-3 1.12611733E-8
3.53735948 5.04615717E-3 1.13168488E-8
3.52729583 5.01748594E-3 1.07870006E-8
3.5172894 4.98905824E-3 1.03245048E-8
3.50733948 4.9608713E-3 1.01489581E-8
3.49744558 4.93292278E-3 9.98409533E-9
3.48760748 4.90520988E-3 9.85323023E-9
3.47782445 4.87772981E-3 9.67126113E-9
3.46809626 4.85047977E-3 9.51281187E-9
3.45842242 4.82345745E-3 9.50849532E-9
3.44880223 4.79666051E-3 9.50083301E-9
3.43923545 4.77008661E-3 9.17126108E-9
3.42972159 4.74373251E-3 1.38245557E-8
3.42026019 4.7177081E-3 9.8696864E-9
3.41085076 4.69167484E-3 8.61011706E-9
3.40149331 4.66596708E-3 8.52214299E-9
3.39218688 4.64046979E-3 8.29353208E-9
3.38293123 4.61518113E-3 8.15761325E-9
3.37372589 4.59009875E-3 8.16223178E-9
3.36457062 4.56522033E-3 9.98326222E-9
3.3554647 4.54054354E-3 7.76886377E-9
3.34640813 4.51606605E-3 7.63961783E-9
3.3374002 4.49178601E-3 7.51078932E-9
3.3284409 4.46770154E-3 7.38847161E-9
3.31952929 4.44380986E-3 7.26547E-9
3.31066537 4.42010956E-3 7.16141191E-9
3.30184865 4.39659879E-3 7.03767089E-9
3.2930789 4.37327428E-3 6.9181243E-9
3.2843554 4.35013557E-3 6.80045398E-9
3.27567816 4.3271794E-3 8.59800942E-9
3.26704645 4.30440484E-3 7.02105085E-9
3.25846028 4.28180955E-3 6.77185463E-9
3.24991918 4.25939169E-3 6.49124976E-9
3.24142241 4.23714984E-3 6.29519281E-9
3.23297024 4.21508122E-3 6.13002182E-9
3.22456193 4.1931849E-3 6.39778008E-9
3.21619749 4.17145854E-3 5.96225203E-9
3.20787597 4.14990028E-3 9.66532276E-9
3.1995976 4.12860746E-3 7.06702208E-9
3.19136167 4.1072825E-3 6.85850177E-9
3.18316817 4.08621971E-3 6.44736842E-9
3.17501664 4.06531803E-3 6.52684662E-9
3.1669066 4.04457655E-3 5.36287681E-9
3.15883803 4.02399385E-3 5.27328625E-9
3.15081048 4.00356716E-3 5.18819387E-9
3.1428237 3.98329599E-3 5.10397813E-9
3.1348772 3.96317849E-3 5.02047293E-9
3.12697077 3.9432128E-3 5.19345811E-9
3.11910415 3.92339798E-3 4.85180296E-9
3.1112771 3.9037317E-3 4.76650097E-9
3.10348916 3.88421305E-3 4.68146855E-9
3.09574008 3.86493234E-3 4.71665373E-9
3.08802962 3.84552032E-3 4.52707383E-9
3.08035731 3.82661843E-3 4.45194015E-9
3.07272339 3.80749325E-3 4.4439914E-9
3.0651269 3.78887146E-3 4.33169856E-9
3.05756807 3.77002731E-3 4.34559588E-9
3.05004644 3.75168025E-3 4.18117541E-9
3.04256153 3.73311178E-3 4.10518108E-9
3.03511333 3.71503411E-3 4.01908684E-9
3.02770162 3.69673572E-3 3.95294597E-9
3.0203259 3.67892208E-3 3.88834431E-9
3.01298618 3.66088864E-3 3.82572285E-9
3.00568199 3.64333414E-3 3.79614251E-9
2.99841309 3.62556078E-3 3.70984554E-9
2.99117923 3.60826007E-3 3.64901043E-9
2.98398018 3.59074166E-3 3.58788221E-9
2.9768157 3.57369031E-3 3.52602991E-9
2.96968555 3.55642173E-3 3.46372375E-9
2.96258974 3.53961461E-3 3.40066597E-9
2.95552754 3.52259143E-3 3.3401093E-9
2.94849873 3.50602414E-3 3.28322369E-9
2.94150352 3.4892417E-3 3.22775207E-9
2.93454146 3.47290956E-3 3.1739964E-9
2.92761207 3.45636322E-3 3.1198637E-9
2.92071557 3.44026205E-3 3.10608161E-9
2.91385102 3.42411012E-3 3.0225713E-9
2.90701914 3.40790977E-3 2.96697733E-9
2.90021896 3.39214667E-3 2.92267477E-9
2.89345074 3.37617146E-3 2.8731475E-9
2.88671398 3.36062862E-3 2.82585999E-9
2.88000846 3.3448746E-3 2.77828716E-9
2.87333393 3.32954782E-3 2.73124678E-9
2.8666904 3.3140108E-3 2.68658762E-9
2.86007762 3.29889613E-3 2.66758393E-9
2.85349512 3.28357215E-3 2.60042143E-9
2.8469429 3.26866587E-3 2.55057042E-9
2.84042072 3.2535512E-3 2.50732723E-9
2.83392811 3.23884934E-3 2.45848741E-9
2.82746553 3.22394003E-3 2.41447329E-9
2.82103205 3.20943864E-3 2.37551268E-9
2.81462789 3.19473119E-3 2.33498976E-9
2.80825281 3.18042701E-3 2.29552333E-9
2.80190635 3.16591747E-3 2.256628E-9
2.79558873 3.15180677E-3 2.22111796E-9
2.78929925 3.13749188E-3 2.18174034E-9
2.78303838 3.1235714E-3 2.1465878E-9
2.77680516 3.10944743E-3 2.11651607E-9
2.77060008 3.09571344E-3 2.08295647E-9
2.76442266 3.08177713E-3 2.06690465E-9
2.75827265 3.06822662E-3 2.01035166E-9
2.75214982 3.05462E-3 2.20626029E-9
2.74605417 3.04095913E-3 1.99193062E-9
2.73998547 3.02767754E-3 1.91059191E-9
2.7339437 3.01419618E-3 1.88022709E-9
2.7279284 3.00108991E-3 1.84453897E-9
2.72193956 2.9877848E-3 1.81090343E-9
2.71597695 2.97485106E-3 1.77731097E-9
2.71004033 2.96171918E-3 1.74972836E-9
2.7041297 2.9489547E-3 1.76350834E-9
2.69824457 2.93599325E-3 1.68860381E-9
2.6923852 2.92339502E-3 1.65953662E-9
2.68655133 2.91060098E-3 1.63302694E-9
2.6807425 2.89816642E-3 1.60629388E-9
2.67495894 2.88553676E-3 1.5779843E-9
2.66919994 2.87326286E-3 1.55283542E-9
2.66346598 2.86079478E-3 1.53046409E-9
2.65775657 2.84867873E-3 1.50181523E-9
2.65207148 2.83636968E-3 1.47656998E-9
2.6464107 2.82440893E-3 1.4532846E-9
2.64077401 2.81225611E-3 1.42871603E-9
2.6351614 2.8004481E-3 1.40765299E-9
2.62957239 2.78844894E-3 1.3838275E-9
2.62400723 2.77679088E-3 1.45076617E-9
2.61846542 2.76494259E-3 1.35260492E-9
2.61294699 2.75343191E-3 1.31157252E-9
2.60745168 2.74186255E-3 1.28979349E-9
2.60197973 2.73023616E-3 1.26672128E-9
2.59653044 2.71894224E-3 1.23991606E-9
2.59110403 2.70746066E-3 1.21946264E-9
2.58570027 2.69630807E-3 1.19903565E-9
2.58031893 2.68496876E-3 1.17858878E-9
2.57496023 2.6739554E-3 1.15976828E-9
2.56962347 2.66275601E-3 1.19318888E-9
2.56430888 2.65187956E-3 1.1256267E-9
2.55901599 2.64081801E-3 1.10681653E-9
2.55374527 2.63007591E-3 1.08396581E-9
2.54849601 2.61914986E-3 1.07355169E-9
2.5432682 2.60854E-3 1.04816766E-9
2.53806186 2.59774714E-3 1.03010089E-9
2.53287697 2.58726766E-3 1.012182E-9
2.52771306 2.57660588E-3 9.94994087E-10
2.52257013 2.56625423E-3 9.78316539E-10
2.51744819 2.55572167E-3 9.61589808E-10
2.51234698 2.54549598E-3 9.49370915E-10
2.50726652 2.53509032E-3 9.27539379E-10
2.50220633 2.52498849E-3 9.10956865E-10
2.49716663 2.51470786E-3 8.94928465E-10
2.49214721 2.50472804E-3 8.80026108E-10
2.48714805 2.4945701E-3 8.66220484E-10
2.48216867 2.48471019E-3 8.51217152E-10
2.47720909 2.4747909E-3 8.36136715E-10
2.47226954 2.46481365E-3 8.22467483E-10
2.46734953 2.45513045E-3 8.1036905E-10
2.46244931 2.44527124E-3 7.9571838E-10
2.45756817 2.43570306E-3 7.83241583E-10
2.45270658 2.42596027E-3 7.69724284E-10
2.44786406 2.41650548E-3 7.57568619E-10
2.44304061 2.406877E-3 7.44695194E-10
2.43823624 2.39753397E-3 7.31241234E-10
2.4334507 2.38801795E-3 7.18347104E-10
2.428684 2.37878505E-3 7.06221803E-10
2.42393589 2.36937986E-3 6.94035052E-10
2.41920614 2.36025522E-3 6.81843693E-10
2.41449499 2.35095923E-3 6.69743871E-10
2.40980196 2.341941E-3 6.5779493E-10
2.40512729 2.33275234E-3 6.45779374E-10
2.40047073 2.32383911E-3 6.34824859E-10
2.39583206 2.31475639E-3 6.2423261E-10
2.39121151 2.30594631E-3 6.13771589E-10
2.3866086 2.29696766E-3 6.03824657E-10
2.38202333 2.28825933E-3 5.93956773E-10
2.37745571 2.27938336E-3 5.84285897E-10
2.37290549 2.27077492E-3 5.74671755E-10
2.36837268 2.26199999E-3 5.65100688E-10
2.36385727 2.25349027E-3 5.55697155E-10
2.35935879 2.24492187E-3 5.46458323E-10
2.35487771 2.23629549E-3 5.37228595E-10
2.35041332 2.22793105E-3 5.27935251E-10
2.3459661 2.219402E-3 5.18617316E-10
2.34153557 2.21113232E-3 5.09399023E-10
2.33712173 2.20269896E-3 5.00561259E-10
2.33272457 2.19452288E-3 4.91727492E-10
2.32834387 2.18618405E-3 4.83029894E-10
2.32397938 2.17809994E-3 4.74576156E-10
2.31963158 2.16985401E-3 4.66113537E-10
2.31529975 2.1618607E-3 4.57857946E-10
2.31098413 2.15370627E-3 4.5028295E-10
2.30668473 2.14580237E-3 4.42908932E-10
2.3024013 2.13773828E-3 4.35761094E-10
2.29813361 2.12992239E-3 4.28720504E-10
2.29388165 2.12194701E-3 4.21638835E-10
2.28964543 2.11421773E-3 4.14560469E-10
2.28542495 2.10633012E-3 4.08015621E-10
2.28121996 2.09868653E-3 4.02494787E-10
2.27703047 2.09088507E-3 3.94135585E-10
2.27285624 2.08332553E-3 3.87785526E-10
2.26869726 2.07560929E-3 3.83151844E-10
2.26455355 2.06813263E-3 3.74958814E-10
2.26042485 2.06050021E-3 3.67354536E-10
2.25631118 2.05310551E-3 3.62520736E-10
2.25221252 2.04565306E-3 3.56207369E-10
2.24812865 2.03814404E-3 3.4888803E-10
2.24405956 2.03086971E-3 3.42473522E-10
2.24000525 2.02344148E-3 3.36838279E-10
2.23596573 2.01624609E-3 3.31510791E-10
2.23194051 2.00889749E-3 3.24721694E-10
2.22792983 2.00177962E-3 3.19366533E-10
2.22393346 1.99450972E-3 3.14580251E-10
2.21995163 1.98746845E-3 3.09333115E-10
2.21598387 1.98027608E-3 3.04079234E-10
2.21203017 1.97331025E-3 2.98994635E-10
2.20809078 1.96619402E-3 2.94004737E-10
2.20416522 1.95930293E-3 2.88828322E-10
2.20025373 1.9522619E-3 2.8394001E-10
2.19635606 1.94544403E-3 2.79201828E-10
2.19247198 1.93847716E-3 2.74440526E-10
2.18860173 1.93173171E-3 2.69715611E-10
2.18474531 1.92483794E-3 2.64966549E-10
2.18090224 1.91816373E-3 2.60203831E-10
2.17707276 1.91134226E-3 2.55639426E-10
2.17325664 1.90473837E-3 2.51251325E-10
2.16945386 1.89798791E-3 2.46966558E-10
2.16566443 1.8914534E-3 2.42636883E-10
2.16188836 1.88477314E-3 2.38288833E-10
2.15812516 1.87830697E-3 2.33973535E-10
2.15437508 1.87178492E-3 2.30039099E-10
2.1506381 1.86520792E-3 2.2659323E-10
2.14691401 1.85884256E-3 2.22727656E-10
2.14320302 1.85233343E-3 2.19133128E-10
2.13950443 1.84603408E-3 2.15447035E-10
2.13581896 1.83959166E-3 2.11845486E-10
2.13214588 1.8333575E-3 2.08186232E-10
2.12848568 1.82698097E-3 2.04624859E-10
2.12483788 1.82081107E-3 2.01162156E-10
2.12120247 1.8144995E-3 1.97793337E-10
2.1175797 1.80839293E-3 1.9442481E-10
2.11396909 1.8021455E-3 1.91051813E-10
2.11037087 1.79610145E-3 1.87675375E-10
2.10678482 1.78991724E-3 1.84274138E-10
2.10321093 1.78393477E-3 1.81117663E-10
2.09964919 1.77781307E-3 1.77956067E-10
2.09609962 1.77189137E-3 1.75115228E-10
2.09256172 1.76583114E-3 1.72260803E-10
2.08903599 1.75996951E-3 1.68687911E-10
2.08552217 1.75397005E-3 1.65733496E-10
2.08201981 1.74816756E-3 1.63336136E-10
2.0785296 1.74222805E-3 1.60507344E-10
2.07505083 1.736484E-3 1.57807017E-10
2.07158375 1.73060352E-3 1.55392491E-10
2.06812811 1.72491709E-3 1.52829374E-10
2.06468415 1.71917677E-3 1.50119001E-10
2.06125164 1.71338359E-3 1.47486676E-10
2.05783033 1.70778215E-3 1.44979778E-10
2.05442047 1.70204602E-3 1.42580253E-10
2.05102205 1.69650035E-3 1.40100764E-10
2.0476346 1.69082067E-3 1.37698922E-10
2.04425859 1.68533006E-3 1.35257139E-10
2.04089355 1.67970604E-3 1.32845485E-10
2.03753948 1.67426968E-3 1.30399622E-10
2.03419662 1.66870072E-3 1.28117753E-10
2.03086448 1.66331779E-3 1.25920704E-10
2.02754331 1.65780308E-3 1.23719451E-10
2.0242331 1.652473E-3 1.21544372E-10
2.02093363 1.64701184E-3 1.19327395E-10
2.01764488 1.64173404E-3 1.17300392E-10
2.01436687 1.63632573E-3 1.15464867E-10
2.01109934 1.63109938E-3 1.13635878E-10
