#WAVELENGTH FLUX ERROR_LOWER ERROR_UPPER
167.31567910504634 1.0064995410069188e-16 8.676201443581877e-17 9.116093810008765e-17
167.6503104632564 1.7021872788739342e-15 1.5981889501552323e-15 1.7989641928589893e-15
167.98561108418292 7.56702611975946e-16 7.155582260903155e-16 7.516165735116842e-16
168.3215823063513 4.163335382993874e-15 3.96648917129879e-15 4.318524752248113e-15
168.658225470964 1.4961012557993584e-15 1.4045305586062546e-15 1.5927015789972254e-15
168.99554192190595 9.90901499326928e-16 9.082617302668773e-16 1.00365938234761e-15
169.33353300574979 2.4376459579368326e-16 2.3478990817411934e-16 2.259530580699706e-16
169.67220007176127 5.552463810449131e-16 4.934875337140894e-16 4.994984298904842e-16
170.01154447190478 2.619889183745716e-16 2.500600617909896e-16 2.562834066187299e-16
170.3515675608486 4.393974593460939e-16 4.199024442314484e-16 3.6940271913905387e-16
170.69227069597028 7.723980440692136e-16 7.433384481701423e-16 7.613058060797969e-16
171.03365523736224 1.3338349470224348e-14 1.2802309469170889e-14 1.3805589407063665e-14
171.37572254783697 6.761668644796027e-16 6.509755171509513e-16 5.562855643754805e-16
171.71847399293264 5.50335583304904e-16 5.131414059202316e-16 5.123686624019804e-16
172.0619109409185 2.629605156302126e-16 2.4542497157093006e-16 2.17797898579704e-16
172.40603476280035 2.945394120734043e-16 2.823129482030229e-16 2.8006239306143726e-16
172.75084683232595 2.0643577168257617e-16 2.002814564708545e-16 1.9331742573575365e-16
173.0963485259906 7.338412468960161e-16 6.958534537329947e-16 6.980168338512922e-16
173.44254122304258 7.6823031539602e-17 6.413239785745143e-17 7.976521962617082e-17
173.78942630548866 1.3532024515599698e-15 1.306907488119622e-15 1.226542635179094e-15
174.13700515809964 6.244749398846672e-16 6.005479986419083e-16 5.840132335386868e-16
174.48527916841584 9.983694253074882e-15 9.68554376837715e-15 9.034064041106758e-15
174.8342497267527 5.21985065028085e-16 5.01068580172823e-16 5.068046467356768e-16
175.18391822620617 5.1251363124246154e-15 5.006816726307725e-15 4.76810364622665e-15
175.5342860626586 8.94626013266683e-16 8.317840661285755e-16 8.3037333012742225e-16
175.88535463478388 1.2177050633941535e-16 1.0807609937302224e-16 1.0001953871959864e-16
176.23712534405345 3.6111063047381924e-16 3.4696132126550026e-16 3.3287073327862853e-16
176.58959959474157 6.939773624417269e-16 6.720644287504511e-16 6.097107274172195e-16
176.94277879393107 1.0216762204091977e-15 9.788836374858587e-16 1.0301500299173563e-15
177.29666435151893 5.750074556042957e-15 5.5915073584830186e-15 5.303877064463575e-15
177.65125768022196 9.02348083683375e-16 8.715457053081271e-16 8.088915112855969e-16
178.00656019558244 1.2722372518778799e-15 1.2358351662089095e-15 1.0799946129177125e-15
178.36257331597358 6.651490173697211e-17 5.683478177456362e-17 7.296865042703589e-17
178.71929846260554 2.5875351195277663e-16 2.1110974315041236e-16 2.1235394043641883e-16
179.07673705953073 3.934850944429453e-16 3.796663451821362e-16 3.894400327119229e-16
179.4348905336498 8.156555078637933e-16 7.894890218830001e-16 6.498538596439582e-16
179.7937603147171 5.726075975445623e-15 5.5758483750734054e-15 4.686076804048768e-15
180.15334783534652 4.507762370738342e-16 3.8457733825383367e-16 4.164914248196476e-16
180.51365453101724 1.1210624363572289e-14 1.0905935417745185e-14 9.460872779090736e-15
180.87468184007926 8.195963078096518e-16 7.813354429526946e-16 6.709827472459582e-16
181.2364312037594 1.6167949076994849e-15 1.578949475009201e-15 1.3816105245742033e-15
181.59890406616694 3.2080765421297606e-16 3.079695230103527e-16 2.824380084473164e-16
181.96210187429926 2.5750429172297044e-16 2.3570548011166194e-16 2.1382802466323595e-16
182.32602607804787 3.767039593683099e-15 3.6509098605108845e-15 3.1763257651322573e-15
182.69067813020396 3.7758007255759286e-16 3.626951027236637e-16 3.472025012662049e-16
183.05605948646436 3.598987103207882e-16 3.4684164573381013e-16 2.800700912450197e-16
183.4221716054373 6.539551239487889e-16 6.285138342020477e-16 5.864263116509213e-16
183.7890159486482 3.1662784208434906e-16 2.9860292719161285e-16 2.874166730210287e-16
184.15659398054547 2.0804388374396962e-16 1.9419403260541654e-16 1.832093964972744e-16
184.5249071685066 3.934184698947698e-15 3.809173301430622e-15 3.5403344235260478e-15
184.89395698284358 3.3046208323146203e-15 3.218111625800815e-15 2.738743836979423e-15
185.26374489680927 2.0100818363869667e-15 1.8851863506797686e-15 2.0413995894703466e-15
185.6342723866029 5.363237985711003e-16 5.165299935474993e-16 4.4220088685724876e-16
186.00554093137612 1.2097689478390022e-16 1.1664681109634017e-16 1.0178246948515548e-16
186.37755201323887 5.599338074580703e-16 5.456029147635941e-16 4.70870739321883e-16
186.75030711726532 9.739771732895473e-15 9.413506396877246e-15 7.940135189231597e-15
187.12380773149988 8.563214662998408e-16 8.237131516436225e-16 7.269789127291558e-16
187.49805534696287 3.660275401547559e-16 3.5425304481171353e-16 3.0081794551794467e-16
187.87305145765677 2.7543033342725833e-16 2.330755830690488e-16 2.062238410535781e-16
188.24879756057211 8.361369381376204e-15 8.153303670612858e-15 7.005670783118219e-15
188.62529515569324 1.8053684233380798e-15 1.7478382644225328e-15 1.6567984548556356e-15
189.0025457460046 2.2581517134921925e-15 2.1858693764254372e-15 2.0185157647034395e-15
189.38055083749666 3.5363208482938157e-16 3.422629753059877e-16 3.0188238550209597e-16
189.75931193917162 1.3244419197604807e-15 1.2752637686777021e-15 1.2121056244646976e-15
190.13883056305 1.2028034414833635e-15 1.1636133917354626e-15 1.101063292675345e-15
190.5191082241761 1.4347767248962717e-15 1.3966736837241108e-15 1.119314941481168e-15
190.90014644062444 2.3448277402053558e-15 2.2957803340685544e-15 1.80869032375183e-15
191.2819467335057 8.128833410740565e-16 7.800295869344512e-16 6.64498240572771e-16
191.6645106269727 5.029703700653132e-16 4.845171581886721e-16 4.407877467630523e-16
192.04783964822667 9.232221248212132e-16 7.637737254147475e-16 1.263831657406132e-15
192.43193532752312 1.818335596381702e-15 1.7734860905758356e-15 1.4094635499973711e-15
192.8167991981782 1.8397239610697624e-15 1.5509276580440095e-15 1.593192263377253e-15
193.20243279657456 3.3229192321132043e-16 3.170205413367039e-16 3.1900925481486767e-16
193.5888376621677 4.2798159702135905e-15 4.174470056968331e-15 3.278790712284189e-15
193.97601533749204 4.617533675757457e-16 4.3233930707644817e-16 3.3496225092303314e-16
194.363967368167 2.375175317259658e-16 2.287826238453621e-16 1.921131582618482e-16
194.75269530290333 1.0069014591092141e-15 9.566544567480277e-16 9.675545368730432e-16
195.14220069350915 6.635921894761679e-15 6.4917967754624935e-15 5.188939890681159e-15
195.53248509489617 4.1692764589246815e-16 4.009323279855917e-16 3.567932212324933e-16
195.92355006508595 7.598347399033847e-16 7.165197521791874e-16 7.506097192748595e-16
196.31539716521613 1.5885689223568636e-16 1.4884093183132375e-16 1.4765702894026234e-16
196.70802795954657 6.20962846902806e-15 6.041319400218393e-15 4.6577291288847954e-15
197.10144401546566 5.074346222569893e-16 4.94624496356604e-16 4.2352402757920616e-16
197.4956469034966 6.460757814164447e-16 6.184725359322863e-16 5.283036667265148e-16
197.8906381973036 6.779830735044752e-16 6.565470105455576e-16 5.859695429904662e-16
198.2864194736982 1.0503322426577787e-16 1.0191797464069993e-16 9.189662098965996e-17
198.6829923126456 1.3131523726136492e-15 1.2730068947684688e-15 1.1449122534884051e-15
199.0803582972709 6.658328073342564e-16 6.486568931159299e-16 5.259355110155499e-16
199.47851901386542 1.1452710097818778e-16 1.1077340468059589e-16 9.826281272052637e-17
199.87747605189315 1.6666426792363618e-15 1.6179248933984745e-15 1.2014918551631169e-15
200.27723100399695 9.264594353386657e-16 8.976213462300727e-16 7.282230604453945e-16
200.67778546600493 3.357387328257016e-16 3.2546379368031146e-16 2.87890816035673e-16
201.07914103693693 2.06689328795983e-15 1.999517387217877e-15 1.5688722755518155e-15
201.48129931901082 5.056370685281203e-16 4.890106240901724e-16 4.196801125901774e-16
201.88426191764884 3.9445624778963595e-15 3.840315753578947e-15 2.985648978316185e-15
202.28803044148415 6.214091685296012e-16 6.017987498510371e-16 5.186403762964851e-16
202.6926065023671 7.293576727417196e-16 7.057785897869791e-16 6.332135265209508e-16
203.09799171537188 6.76976447553453e-16 6.588132388785996e-16 4.84273595440334e-16
203.5041876988026 1.0708090491210778e-16 9.441974094574373e-17 9.498995869900563e-17
203.9111960742002 8.951643554683735e-15 8.67251308314213e-15 6.435756227540262e-15
204.3190184663486 1.3760107147469966e-15 1.3359555176473907e-15 9.865257758892747e-16
204.7276565032813 2.351387642260442e-16 1.9612034238653723e-16 2.363660765532677e-16
205.13711181628787 6.131979954310728e-16 5.949982402032288e-16 4.654941942425533e-16
205.54738603992047 1.0719998288412475e-16 1.0297447355781903e-16 8.935131367915822e-17
205.95848081200032 1.9623673337768983e-16 1.8813625092080918e-16 1.5640391367553227e-16
206.37039777362432 9.735512154026464e-16 9.338723626138793e-16 8.241163368825968e-16
206.78313856917157 1.0617454440809953e-16 9.008499133014454e-17 1.1029151555625994e-16
207.1967048463099 3.1511056482642664e-16 2.961996156476714e-16 2.8581096475887937e-16
207.6110982560025 9.529107795475048e-16 9.213663442866655e-16 8.177472887015513e-16
208.02632045251448 4.209099714857247e-16 4.072886391151021e-16 3.556801956373882e-16
208.44237309341952 5.397710678903998e-16 5.078070808492577e-16 4.320089510411258e-16
208.85925783960639 1.1950948098922662e-15 1.1491919085447458e-15 8.70331249187442e-16
209.27697635528557 2.572205934539383e-16 2.47794634484742e-16 2.1007309939271605e-16
209.69553030799617 1.7124691215576886e-15 1.6733338087506867e-15 1.268908432645599e-15
210.11492136861213 4.584455680401079e-16 4.441560704082948e-16 3.521019215652371e-16
210.5351512113494 2.2542386254344086e-16 2.163322638795732e-16 1.8430427058186186e-16
210.95622151377208 3.926811365965747e-16 3.8103464098215293e-16 2.902995519311864e-16
211.37813395679962 4.766423670589e-15 4.620770798833024e-15 3.1965088446763222e-15
211.80089022471319 7.382857799761905e-16 7.172668610794837e-16 6.005911398695664e-16
212.22449200516263 3.9058260983396574e-16 3.7716798816339267e-16 2.7401131796792443e-16
212.64894098917296 8.554745489888942e-17 8.26786118629563e-17 6.653480224941049e-17
213.0742388711513 8.723354133903785e-17 8.299426642604165e-17 7.391107246822734e-17
213.50038734889358 1.8234639842820172e-16 1.7296647995391063e-16 1.4859997957809763e-16
213.92738812359138 1.1975934265250596e-15 1.1654168985178651e-15 8.354019266971762e-16
214.35524289983857 5.392382517327327e-16 5.221530356861076e-16 4.183238668263793e-16
214.78395338563823 5.653864797813684e-16 5.465552624235114e-16 5.357546781345959e-16
215.2135212924095 4.3046128978769067e-16 3.8679459595023037e-16 3.3225470423161947e-16
215.64394833499432 1.4258460014225623e-16 1.3862183810999824e-16 1.0488125095533803e-16
216.0752362316643 6.445147997627396e-16 6.092139174796504e-16 4.519265029901608e-16
216.5073867041276 1.1887857731043915e-16 1.1473845960437723e-16 9.135421853330282e-17
216.9404014775359 2.756528011669562e-15 2.6453258659680995e-15 2.5671098749256886e-15
217.37428228049095 7.340740976544098e-16 6.661656450678615e-16 5.99401585076157e-16
217.80903084505195 8.756130521572597e-16 8.295401543037275e-16 8.508079858853e-16
218.24464890674207 1.5086794563324565e-15 1.4607326012607771e-15 9.60454865470106e-16
218.68113820455554 3.2424969566830664e-16 2.882060216197966e-16 3.021503225087128e-16
219.11850048096466 7.13782159630403e-15 6.9625722420965685e-15 4.554505884939009e-15
219.55673748192658 1.490228253276163e-15 1.446785984965484e-15 1.1454024986959352e-15
219.99585095689042 1.0710140603150536e-15 1.0350546675015066e-15 7.541381352051352e-16
220.43584265880418 7.100378004747077e-16 6.700154862813186e-16 6.691481055644357e-16
220.8767143441218 4.0528901478932587e-16 3.9514290211886986e-16 3.1421277799191283e-16
221.31846777281007 6.151974463771945e-16 5.129519767515949e-16 4.451275215269749e-16
221.76110470835567 2.016295219481757e-15 1.9561043548805767e-15 1.407583575106086e-15
222.2046269177724 2.5352959309590964e-16 2.3780373406559313e-16 2.513989615115131e-16
222.64903617160792 1.4857492119386455e-16 1.4237341642280926e-16 1.185090891143521e-16
223.09433424395115 9.862219416639655e-16 8.337594751232858e-16 7.766356567403987e-16
223.54052291243906 6.650331665461674e-16 6.468239255464107e-16 5.779601346531894e-16
223.98760395826395 1.4140816579338473e-16 1.351923616984404e-16 1.075492283475617e-16
224.43557916618047 6.634582862749103e-16 6.180755621036358e-16 5.159668022601744e-16
224.88445032451284 1.121006042004875e-15 1.0685820392865516e-15 9.454372877147464e-16
225.33421922516186 2.830977157685114e-16 2.6846871932085997e-16 2.452813511421235e-16
225.78488766361215 7.946101507561549e-16 7.709635189890813e-16 7.293513950722815e-16
226.2364574389394 2.43841411577955e-16 2.3467370832404183e-16 1.854862731595952e-16
226.68893035381728 6.498197260457242e-16 6.30218372414609e-16 5.29623927466878e-16
227.14230821452492 2.7174020482712476e-15 2.6261000311108994e-15 2.3782114432310853e-15
227.596592830954 4.892654608675139e-16 4.659700906754084e-16 3.219871728354227e-16
228.0517860166159 1.1820023492541514e-15 1.1495187293631808e-15 8.719626271534205e-16
228.5078895886491 4.610174722641453e-16 4.427807488478491e-16 3.877100639506534e-16
228.96490536782642 1.74124701377618e-16 1.6857796695545175e-16 1.5422053719629658e-16
229.42283517856205 6.28816434543664e-17 6.067088093170562e-17 4.99960499024842e-17
229.8816808489192 7.009416829828466e-17 6.722018643935838e-17 5.777940557265888e-17
230.341444210617 5.2333520747038846e-17 4.5531112700965e-17 4.321499338517017e-17
230.80212709903824 3.431158652920344e-16 3.2931060140305914e-16 3.007998229258949e-16
