#WAVELENGTH FLUX ERROR_LOWER ERROR_UPPER
231.26373135323632 5.517403610184196e-16 5.117885147389815e-16 5.523503498553145e-16
231.7262588159428 2.8890484444809534e-16 2.7108972890624197e-16 2.7552974316115937e-16
232.18971133357468 3.0244877516924783e-16 2.919360230101122e-16 2.6526743821902097e-16
232.65409075624183 3.039717775097408e-16 2.8035102707755653e-16 2.214764326501185e-16
233.1193989377543 4.877146137166897e-16 4.655375867302242e-16 4.33080631770253e-16
233.5856377356298 6.337608724113987e-16 5.87992517757016e-16 5.64061173506258e-16
234.0528090111011 1.1969168523006855e-15 9.971287739794729e-16 7.728564677988512e-16
234.52091462912327 9.823412255084136e-16 9.428506134574575e-16 8.670305306117452e-16
234.9899564583815 3.938423345695271e-16 3.7718089153885546e-16 3.361281948231992e-16
235.45993637129828 2.5150954616267103e-16 2.4021392045183827e-16 2.3960656231094336e-16
235.93085624404088 8.810979784042765e-17 8.26888081803246e-17 8.010842589094786e-17
236.40271795652896 3.6566046391967705e-16 3.5244332324008047e-16 3.1183151333305245e-16
236.875523392442 8.610359507764518e-17 8.233800006695801e-17 8.000192556105632e-17
237.34927443922692 1.7094717501884043e-16 1.4656781695962319e-16 1.4160828662729847e-16
237.82397298810534 2.1499694171017703e-16 2.051742058866979e-16 1.545880707999561e-16
238.29962093408156 1.7717847990591525e-16 1.5853065525913286e-16 1.6031231038019128e-16
238.77622017594973 7.985715020585783e-17 6.254426372821862e-17 7.523401497865532e-17
239.25377261630166 7.894237787453135e-16 7.638621867652752e-16 6.078138468851187e-16
239.73228016153425 4.811281852578356e-16 4.601054572700804e-16 4.036775045553069e-16
240.21174472185731 2.5341687724185686e-16 2.416291550867554e-16 2.202850923338289e-16
240.69216821130104 1.261401815243076e-15 1.2221906663066877e-15 9.877340180846075e-16
241.17355254772363 1.0201214534595839e-16 9.590488372510169e-17 9.609531434236212e-17
241.65589965281904 1.6396484018563913e-16 1.5575153109026004e-16 1.610844458685079e-16
242.1392114521247 5.927149237484229e-16 5.221739006320495e-16 5.149057050617959e-16
242.62348987502895 3.370267365617233e-16 3.2532560670840994e-16 2.789524429785032e-16
243.108736854779 2.7089150501450994e-16 2.36072448798646e-16 1.9634571789781107e-16
243.59495432848857 1.6700874198258031e-15 1.5958081009169172e-15 1.1133348992931499e-15
244.08214423714554 2.296546187275851e-16 2.025010696963593e-16 1.914711634733185e-16
244.57030852561985 1.9215054369110177e-17 1.8473638603273794e-17 1.613881233841846e-17
245.0594491426711 1.1864886580348413e-15 1.1318258132764013e-15 1.1891645569838769e-15
245.54956804095642 4.754203316106989e-17 4.513816056907182e-17 3.571210869124607e-17
246.04066717703836 1.3023761170929312e-15 1.2553946079287069e-15 1.0243416228972748e-15
246.5327485113924 1.1365493916009697e-16 1.0959266043755266e-16 9.874345135232218e-17
247.02581400841518 3.510030657768728e-16 2.950145382545024e-16 2.531290307281209e-16
247.51986563643203 1.9031417099975115e-16 1.83394416279917e-16 1.657762956247123e-16
248.0149053677049 5.88240266577441e-17 5.655300763573285e-17 4.6130666223545673e-17
248.51093517844032 4.388713818187282e-16 4.172033136605896e-16 3.7164048615576206e-16
249.00795704879718 8.13008357816283e-16 7.363992869908152e-16 5.890832295213394e-16
249.50597296289476 6.681752579651093e-16 6.49100364138603e-16 5.197127517807469e-16
250.00498490882057 1.5218870689362715e-16 1.449130992587257e-16 1.342126931444715e-16
250.5049948786382 2.2458766759505576e-16 2.1111732699360238e-16 2.13234486365463e-16
251.00600486839548 8.3721983295101905e-16 7.57136207570831e-16 6.0981806772198395e-16
251.50801687813228 1.0602188820754929e-16 1.0091265570933287e-16 1.0098292950927976e-16
252.01103291188852 3.0460456035104494e-15 2.9628723064680003e-15 2.0359910930404036e-15
252.5150549777123 1.3912192150219898e-17 1.160498402653108e-17 1.2026265213920202e-17
253.02008508766775 4.2798538936818636e-17 3.49864748291423e-17 5.625600969471067e-17
253.5261252578431 7.285912226730652e-17 7.048879053341119e-17 5.3501255574713324e-17
254.03317750835876 7.512564678775251e-16 7.221167598432067e-16 6.279178559411274e-16
254.54124386337548 3.692096134522508e-17 3.117136075201666e-17 3.3046683140292964e-17
255.05032635110223 1.4891296780271349e-16 1.1232481206983182e-16 2.1209863166614e-16
255.56042700380445 1.779229714742969e-16 1.6774414625690575e-16 1.8029459304900035e-16
256.07154785781205 1.8141585735315609e-16 1.4542392926304263e-16 1.494329425307692e-16
256.5836909535277 4.4870711916535e-15 4.2638794906697495e-15 3.1012773485813988e-15
257.0968583354348 7.49292402592839e-16 7.263238695540124e-16 6.669111409018556e-16
257.61105205210566 2.3880877183234486e-15 2.3012141764247785e-15 1.7701768517532505e-15
258.12627415620983 4.502813922733218e-15 4.404661966353141e-15 3.729797375477041e-15
258.64252670452225 7.412094375187269e-17 7.065658564768525e-17 5.787044490383318e-17
259.1598117579313 1.7530884878197963e-16 1.5102074764792207e-16 1.3874191897096666e-16
259.67813138144714 4.324811295557711e-16 4.1332479520923806e-16 3.6198914251520297e-16
260.19748764421 1.7599804875305253e-16 1.674511237577531e-16 1.4749887751295266e-16
260.7178826194985 3.47691523913168e-17 3.1679731600546764e-17 2.8949445627093214e-17
261.2393183847375 8.152671339112395e-16 7.966981081433779e-16 6.454767205433735e-16
261.76179702150694 3.575520319430188e-16 3.455581078348338e-16 2.9364003686312717e-16
262.28532061555 2.1059670409537495e-17 2.0068158258689962e-17 1.5093487988112128e-17
262.80989125678104 1.018667167677389e-15 9.308934005011641e-16 6.826421779666317e-16
263.33551103929466 5.634372365774448e-17 5.259052019630474e-17 4.6215750048847417e-17
263.86218206137323 3.791364450959824e-17 3.0533261945193735e-17 5.782183154027776e-17
264.38990642549595 2.806853661871007e-16 2.734212850166245e-16 2.1781586202414556e-16
264.91868623834694 5.399771010140877e-15 5.2095117789146435e-15 3.5100667524986543e-15
265.44852361082366 3.8977045903304096e-17 3.763884924728625e-17 3.3619315341288756e-17
265.9794206580453 1.2528950832467593e-16 1.1064425844089308e-16 1.0439152526703225e-16
266.5113794993614 2.512224888322673e-16 2.363416506128028e-16 2.1696707355910161e-16
267.0444022583601 2.860785437575751e-17 2.3803785952866134e-17 3.488412452905704e-17
267.5784910628768 1.4021431733010303e-16 1.3564964860015016e-16 1.246005683590256e-16
268.11364804500255 3.870697634159889e-17 3.5065199279428956e-17 3.7475265582738875e-17
268.6498753410926 4.8657436706353825e-17 4.6898546236890424e-17 4.036456680544218e-17
269.18717509177475 9.240149226719069e-17 7.885679920140494e-17 9.440940574287901e-17
269.7255494419583 5.3760190931191424e-17 4.953071541809474e-17 3.633260998561046e-17
270.26500054084227 1.7852662865290446e-15 1.7079778915765434e-15 1.2170158294313123e-15
270.80553054192393 7.89144188552765e-17 6.464484934126174e-17 6.371347487748896e-17
271.34714160300774 8.332260213795959e-17 7.796728080698184e-17 6.754784133191151e-17
271.8898358862138 7.544214139542575e-16 7.115725995681532e-16 6.101273325970427e-16
272.4336155579862 2.0774679872812706e-16 1.8941105193856995e-16 2.050978476625305e-16
272.9784827891022 5.0896880423481876e-17 4.8485346446679744e-17 3.9253117087048674e-17
273.5244397546804 7.932888845198763e-17 7.414721155920403e-17 6.172773409239537e-17
274.07148863418973 1.8231199117377883e-15 1.7563373247088397e-15 1.2579320343731719e-15
274.6196316114581 3.592814444191899e-17 3.4171218516797357e-17 3.192772582911562e-17
275.16887087468103 4.2474256185941335e-16 4.0156982012367137e-16 4.506038081930413e-16
275.71920861643036 9.355029109444846e-17 8.511461755091461e-17 9.543898212208551e-17
276.27064703366324 1.1078966364352123e-16 1.0553575243591532e-16 1.0665532031505436e-16
276.8231883277306 1.4703740663835042e-15 1.3995766278114204e-15 1.4613391601816557e-15
277.37683470438606 5.249318541984696e-16 5.11224084249315e-16 4.1408919019707327e-16
277.93158837379485 5.686314783732819e-17 4.9004760106985724e-17 3.9974980685432553e-17
278.4874515505424 4.674810558747648e-16 4.3812069579221936e-16 4.796162372621135e-16
279.0444264536435 4.83645784100077e-17 4.4495577198538583e-17 4.1656293279816384e-17
279.6025153065508 3.456996480241647e-17 2.7946334217397545e-17 3.607649286148686e-17
280.16172033716396 7.30017579635771e-17 5.808388135967162e-17 6.855403073122398e-17
280.7220437778382 2.751390097714031e-16 2.5928337915443067e-16 2.9936766314868708e-16
281.2834878653939 1.0854719009968208e-16 9.713464563463186e-17 7.84097003936173e-17
281.8460548411247 6.356010679767005e-17 6.059265539505838e-17 5.35964844360355e-17
282.40974695080695 8.263149645905188e-17 7.996363347709643e-17 7.314106371550142e-17
282.9745664447086 2.381611533941986e-17 2.2279509361259612e-17 1.8520427677016098e-17
283.540515577598 2.659077378960204e-16 2.5055784529088616e-16 2.0628961256812392e-16
284.1075966087532 1.7842226319529463e-14 1.7016288711732412e-14 1.0997596124303815e-14
284.6758118019707 1.9508929270318115e-17 1.8324364857210202e-17 1.4617117811633888e-17
285.2451634255746 1.2062584167817749e-16 1.166743655039517e-16 1.1275239552239387e-16
285.81565375242576 1.8878286693956295e-16 1.8254992649988426e-16 1.2864927020822394e-16
286.3872850599306 5.770981229574763e-17 5.323675442009181e-17 5.417672010107842e-17
286.96005963005047 1.0393989089606258e-16 9.963729838824447e-17 8.397517062739897e-17
287.53397974931056 1.9646931428575584e-17 1.7769681938079184e-17 1.6170163786953333e-17
288.1090477088092 9.957748386803967e-17 9.119503470461353e-17 7.123109842091376e-17
288.68526580422684 4.247313977184054e-16 4.087809922946846e-16 2.816761395711018e-16
289.2626363358353 1.7153032412837076e-16 1.639727041778934e-16 1.1843942676611334e-16
289.8411616085069 4.0115923036839974e-17 3.6472471717058266e-17 2.893082056162098e-17
290.42084393172394 2.5109568479028987e-16 2.4057436245258624e-16 2.147538783655933e-16
291.00168561958736 6.928277683389274e-16 6.704088864603927e-16 5.393037228838446e-16
291.5836889908266 3.1501485393401855e-16 2.997651800256196e-16 2.243924362281047e-16
292.1668563688082 5.780318034978642e-16 4.863622796289392e-16 4.416627923996609e-16
292.7511900815459 5.545365486294098e-16 4.808672868784555e-16 4.904089065018383e-16
293.33669246170894 7.921993951692069e-17 6.949672692595954e-17 7.204733090006429e-17
293.92336584663235 3.020144742703898e-17 2.5504657482794603e-17 2.5072111319863058e-17
294.5112125783256 3.2307299242771845e-17 2.6477327413032197e-17 2.6935367407166746e-17
295.1002350034822 4.947672759111618e-17 4.146857094036674e-17 3.8884345728531624e-17
295.6904354734892 1.9051192939299657e-17 1.494097620072558e-17 1.906818112497372e-17
296.28181634443615 8.942075159933958e-16 8.639842353153402e-16 7.839803862881044e-16
296.87437997712505 2.807742962179253e-17 2.5695743793151384e-17 2.3786059886959025e-17
297.46812873707927 8.206235631306967e-17 7.233427186445532e-17 6.825035227617103e-17
298.0630649945534 5.295428005091789e-17 4.8262934368534566e-17 4.5187007835157617e-17
298.6591911245425 2.9230925264482963e-17 2.7529471729415286e-17 2.6185015117067893e-17
299.2565095067916 4.1444283416397115e-16 4.0064137841752825e-16 2.6786643531086055e-16
299.8550225258051 6.828102261141558e-17 6.270841660207501e-17 5.11161849020669e-17
300.4547325708568 6.801451040943338e-17 6.137705435630234e-17 5.757244908478746e-17
301.05564203599846 8.14662888116411e-17 7.723205198808586e-17 6.745922766305578e-17
301.65775332007047 2.6876633196286677e-17 2.4352524923627694e-17 2.1692685480852853e-17
302.26106882671064 1.946825780365316e-16 1.5344183367100357e-16 1.9016963077165302e-16
302.865590964364 2.40174571611524e-16 2.241436510361542e-16 1.8236557621795943e-16
303.4713221462928 7.218940904344201e-15 6.990371519884752e-15 5.143413258236918e-15
304.0782647905853 6.796695966589822e-16 5.431606304824703e-16 5.514373923649635e-16
304.6864213201665 5.001484338324889e-16 4.789474776312339e-16 3.1305107585555775e-16
305.2957941628068 7.08555363837139e-17 6.225314712217476e-17 5.981414333309831e-17
305.90638575113246 4.1220686593680005e-17 3.580728958250436e-17 3.2218786296266845e-17
306.51819852263475 8.336666334470918e-17 7.436086271293591e-17 6.531159950636177e-17
307.1312349196801 5.442130738280325e-17 4.7513341117347785e-17 4.4501904543651237e-17
307.7454973895194 1.5993262024277462e-16 1.5257637152013523e-16 1.1575219745645323e-16
308.3609883842985 7.639670046590279e-16 7.346031560245637e-16 6.627422659064023e-16
308.97771036106707 2.6653108880032786e-16 2.3333670119637404e-16 2.1145269766905893e-16
309.5956657817892 6.848439595736159e-17 5.5283921883572463e-17 6.116372877419323e-17
310.21485711335276 4.8444843606579647e-17 4.618526106497937e-17 4.409901598868429e-17
310.83528682757947 2.1143211504023227e-17 1.9355534271780538e-17 2.1355431572819364e-17
311.4569574012346 1.570009908072266e-16 1.483099838306967e-16 1.1695156596914042e-16
312.0798713160371 5.490619275850776e-16 5.275071331060031e-16 4.691988853148918e-16
312.70403105866916 3.304747233166021e-16 3.1335467327787764e-16 2.226635324436602e-16
313.32943912078645 6.148162292851997e-17 5.464142821840419e-17 5.915504145502542e-17
313.95609799902803 4.567562337607331e-16 4.3497608419063555e-16 4.673100422889267e-16
314.5840101950261 2.526232793711031e-16 2.4026258136613084e-16 2.493743010500745e-16
315.2131782154162 1.1140263006169943e-15 1.068149053161055e-15 1.1509358027651203e-15
315.843604571847 4.790596315653263e-17 4.6111740930036044e-17 3.757237934967148e-17
316.4752917809907 4.16214267256554e-16 3.9989860520216203e-16 4.031886187623223e-16
317.10824236455267 4.1129235618182215e-16 3.93531476951996e-16 4.1354910714717407e-16
317.7424588492818 3.0827043917382296e-17 2.9123245062143356e-17 2.5176633344743256e-17
318.3779437669803 8.667765990532372e-16 8.418258174777248e-16 6.235935686077129e-16
319.0146996545143 4.120614888335386e-16 3.903518595807634e-16 4.3766477019197657e-16
319.65272905382335 5.879503712884695e-16 5.653062789375412e-16 5.713538601502687e-16
320.292034511931 1.891295891280365e-16 1.5462403982243858e-16 1.7887953482807111e-16
320.93261858095485 7.240699649677872e-16 6.897622037103238e-16 5.112808134360126e-16
321.57448381811673 2.591989381950251e-16 2.4755464922031113e-16 1.6825366024528334e-16
322.217632785753 7.256507130561855e-17 7.034081804145698e-17 5.942038105995672e-17
322.86206805132446 3.9861108611282865e-17 3.5718524908385415e-17 3.5321050455022134e-17
323.5077921874271 1.0803092630056702e-16 9.394492775091607e-17 9.230042110953496e-17
324.15480777180204 6.420998289862406e-17 6.113204719882202e-17 5.468284978521785e-17
324.8031173873456 8.38561430703207e-17 8.014725743468172e-17 6.431779252233103e-17
325.4527236221203 7.990316265005723e-17 7.660825797384075e-17 7.38509673213987e-17
326.10362906936456 1.5347347733842294e-16 1.4948760982776871e-16 1.2486543514538608e-16
326.75583632750323 2.2199583556230182e-16 1.8920694672926323e-16 1.4122175685420204e-16
327.4093480001583 8.040577358064221e-18 7.041895311928817e-18 7.157594926280807e-18
328.06416669615857 2.6482847951128557e-16 2.5267832992531893e-16 2.1167125165433314e-16
328.7202950295509 1.8030770462592624e-17 1.6074662208927826e-17 1.2518795038270773e-17
329.37773561961 1.0533831074218331e-16 1.0263973429379357e-16 7.660091591992011e-17
330.03649109084927 2.491839750002703e-16 2.38464177509971e-16 2.4636312528815467e-16
330.69656407303097 1.9348760501970308e-17 1.6498285587455586e-17 1.81360228957329e-17
331.35795720117704 3.1960903145195095e-17 3.079496820475616e-17 2.988943349334461e-17
332.02067311557937 6.174226383169676e-17 5.99052084961559e-17 4.7305084172847684e-17
332.68471446181053 4.756970706021149e-16 4.621507516787203e-16 3.977415714427802e-16
333.35008389073414 2.3336251175959864e-17 2.1619330189323164e-17 2.0536501193674747e-17
334.0167840585156 1.1888043067779897e-15 1.1577528335891245e-15 8.000184013780805e-16
334.68481762663265 1.2642629832668842e-17 1.140089644735607e-17 1.003451478799773e-17
335.3541872618859 9.635546098157813e-15 8.757033507176778e-15 6.439062470263452e-15
336.0248956364097 1.43346406381555e-17 1.1666498406036618e-17 2.0169811954170345e-17
336.6969454276825 2.8593551672295646e-17 2.7859496240193414e-17 2.4129710429001875e-17
337.3703393185379 6.706012370067957e-17 6.368293116576655e-17 6.28279283361147e-17
338.045079997175 5.787012904599307e-16 5.600619471341878e-16 4.454304502750309e-16
338.72117015716935 2.4829243445694815e-16 2.374592112534718e-16 2.546087991278997e-16
339.39861249748367 3.662937932533365e-17 3.158187449830063e-17 3.09508899123301e-17
340.07740972247865 9.816192170358023e-17 8.7782412196931e-17 9.267880326433668e-17
340.7575645419236 3.656897050660503e-17 3.0439194782772986e-17 3.409873742639492e-17
341.43907967100745 3.5696999462279064e-16 3.3873862124039883e-16 3.2448218264057965e-16
342.1219578303495 2.0343282265867212e-16 1.9413821848219357e-16 1.9109721792652888e-16
342.80620174601023 3.403523909079257e-17 3.2253223964029056e-17 2.998472301491764e-17
343.49181414950226 3.003070750151219e-17 2.894876183381739e-17 2.8343927579072086e-17
344.17879777780126 1.4768566174934868e-17 1.3305536664693367e-17 1.2639215266020238e-17
344.86715537335687 4.9072545783376115e-16 4.1451560235224426e-16 4.450079325054679e-16
345.55688968410357 4.771615889553631e-16 4.619733516250648e-16 4.485716916395918e-16
346.24800346347183 6.633134496717816e-18 5.582823623955183e-18 5.452716843650606e-18
346.9404994703987 2.4328622525729324e-16 2.357935578316181e-16 1.9667834060184149e-16
347.63438046933953 8.861937189407756e-16 8.411194334962366e-16 7.229553698642489e-16
348.3296492302782 3.258526792125918e-16 3.1594679111213415e-16 2.399617295736552e-16
349.0263085287388 3.36586590424969e-16 3.0003381268319e-16 3.3560166924741143e-16
349.7243611457963 7.203531766915998e-16 7.030261785412825e-16 6.394798072041394e-16
350.42380986808786 8.967846705052465e-17 7.507813612089734e-17 8.02002793398736e-17
351.12465748782404 1.1135401597945726e-16 1.0297235338734407e-16 9.453575664912635e-17
351.8269068027997 5.180132115507468e-16 4.953821930948684e-16 4.259125810706546e-16
352.5305606164053 7.344726776054439e-16 7.093115496300836e-16 6.339076997420254e-16
353.2356217376381 8.947508466423589e-17 7.77106614300884e-17 9.852580487894313e-17
353.9420929811134 1.5385290795600138e-15 1.372592756520696e-15 1.0349859466441345e-15
354.64997716707563 4.128784828184899e-17 3.916245856435076e-17 3.9218271038799166e-17
355.3592771214098 2.867877078411184e-17 2.4892732156924803e-17 2.7515271966603128e-17
356.0699956756526 1.4574921136840246e-15 1.4194464596408986e-15 1.1807798247893894e-15
356.78213566700384 1.8865142293923734e-16 1.824357764063189e-16 1.594784194066382e-16
357.4956999383379 2.637921012133338e-17 2.266912162430132e-17 2.154809720619062e-17
358.21069133821453 3.2671878168812864e-17 2.5557633121490534e-17 3.5688400543151926e-17
358.927112720891 3.2488858913243666e-16 3.0539996000433824e-16 2.4606690619412753e-16
359.6449669463328 7.160901639961615e-16 6.818098290747973e-16 5.382206339038015e-16
360.36425688022547 3.040421235875925e-17 2.8680801001090567e-17 2.913626727788416e-17
361.0849853939859 4.1904817095953395e-15 3.863127788464572e-15 2.708740045801208e-15
361.80715536477385 2.806604792816282e-18 2.6551854746208826e-18 2.530848071186095e-18
362.5307696755034 1.2309561618253555e-17 1.1536659792450644e-17 1.1508593730823334e-17
363.25583121485437 8.113411511520822e-18 7.398538054624126e-18 6.86312462683089e-18
363.9823428772841 7.515433502510565e-17 7.19973678350137e-17 7.235440543719263e-17
364.71030756303867 7.156543989712699e-16 6.966685302617625e-16 5.690324644492205e-16
365.4397281781647 5.718006326866862e-16 5.281438381091742e-16 5.19367723547452e-16
366.17060763452105 5.1237861169672166e-17 4.732854438144962e-17 5.135045580225758e-17
366.9029488497901 4.5230240052958966e-17 3.6629449913121556e-17 4.1873000011507384e-17
367.63675474748965 2.9362073558482405e-16 2.726525979044846e-16 3.1114557448305264e-16
368.3720282569846 3.876293776869004e-15 3.7559531148866565e-15 3.422366772227117e-15
369.1087723134986 2.1764593325335836e-16 2.115206288492457e-16 1.8615015721247045e-16
369.8469898581256 4.20594904638292e-18 4.008509329528407e-18 3.9261997588462235e-18
370.58668383784186 9.878239165190774e-18 7.900867890193007e-18 9.552838400774027e-18
371.32785720551755 6.95584405213448e-17 6.433597090211458e-17 5.123407955480067e-17
372.07051291992855 3.350180571485348e-17 3.2379712110113847e-17 2.5983434805340014e-17
372.81465394576844 2.8576179515057266e-17 2.6964591792230477e-17 1.7713811609211733e-17
373.56028325366 1.3714722334924256e-17 1.0721588666608027e-17 1.3563258339824758e-17
374.3074038201673 1.6873229197055063e-17 1.31621641978934e-17 1.7149114473686152e-17
375.0560186278076 3.590991294146638e-18 3.1578069328722182e-18 2.9479419863615824e-18
375.8061306650632 2.4108543242024627e-17 2.320261424401452e-17 2.392004472353882e-17
376.55774292639336 2.941610770536475e-17 2.8200422536285616e-17 2.3106453643776106e-17
377.31085841224615 1.1723710767140566e-17 1.1250812006569616e-17 1.153284518983949e-17
378.0654801290707 1.7267842164232213e-17 1.5268073464262764e-17 1.8178865846937324e-17
378.8216110893288 2.8103274418757117e-18 2.4402716362427958e-18 2.790616600218967e-18
379.57925431150744 8.933910441173262e-18 7.213488636751897e-18 8.877160144374878e-18
380.33841282013043 1.8213822798018735e-17 1.6753475768543205e-17 1.866713380193661e-17
381.09908964577073 1.69274111609873e-17 1.5889755558007472e-17 1.7125559040079355e-17
381.8612878250623 4.722780644568287e-18 4.120854872722564e-18 3.8895921450467636e-18
382.6250104007124 8.839942883785383e-17 8.541165082889234e-17 6.807297427262491e-17
383.3902604215138 1.3405043684487561e-17 1.1512602574636347e-17 1.1954611517302252e-17
384.15704094235684 3.049530058417977e-17 2.4510746383880322e-17 3.7922194156865e-17
384.9253550242416 7.866779516932281e-17 7.487635016610475e-17 6.103243209495469e-17
385.6952057342901 3.1319560728324392e-18 2.9808866071244233e-18 2.312814355839587e-18
386.4665961457586 2.6916143114316108e-17 2.5021110552712002e-17 2.215803760173274e-17
387.23952933805015 1.6393665965739124e-17 1.2599664209697972e-17 1.5630498120858108e-17
388.0140083967263 5.694900385449006e-17 5.1889689578207935e-17 6.09303311366726e-17
388.7900364135197 1.1975914882316736e-17 8.845734528560255e-18 1.6935119512860942e-17
389.56761648634676 1.4072888853605155e-16 1.293548159256323e-16 9.297793464091548e-17
390.34675171931946 3.036382652846322e-18 2.7367484412801124e-18 2.536126154246406e-18
391.12744522275807 3.977923765926474e-18 3.2094395205609415e-18 3.64557529190848e-18
391.9097001132036 3.2292950848719993e-17 3.1331863769408954e-17 2.3472653440102938e-17
392.69351951343003 8.335641353206648e-17 8.052678606789179e-17 7.836765733470541e-17
393.47890655245686 1.1635633466721539e-17 1.013970344396791e-17 8.976447407029525e-18
394.2658643655618 4.326125782333678e-18 3.974932457774511e-18 2.9348792376218566e-18
395.05439609429294 2.4090858704608327e-17 2.3208946966944534e-17 2.2997698760661867e-17
395.8445048864815 1.7436578907822057e-17 1.5677554596062244e-17 1.497343772153369e-17
396.6361938962545 7.000818064438269e-18 6.678310391550851e-18 5.909695109474666e-18
397.429466284047 1.2291732347983306e-17 1.1683794358306625e-17 1.1219292413397582e-17
398.2243252166151 2.4484586674364616e-18 1.956938231655093e-18 2.9539158472430942e-18
399.0207738670484 3.187847425645079e-17 2.88901725901229e-17 3.519886679088597e-17
399.8188154147824 4.4156523913643996e-17 4.0068898993816954e-17 4.610303724829688e-17
400.618453045612 8.160960301933176e-17 7.420405678781354e-17 8.514498230545405e-17
401.4196899517033 8.442030932682826e-17 7.554829933843493e-17 8.975594405481963e-17
402.22252933160667 1.6400516635937299e-16 1.4656803207068917e-16 1.904340065202711e-16
403.02697439026986 1.1738390541980042e-16 1.0604765398915207e-16 1.3542611495767805e-16
403.83302833905043 2.5756796031210347e-18 2.1684191637496947e-18 2.1058269885218064e-18
404.6406943957285 6.155618320280508e-18 5.027467745638231e-18 4.695529281544335e-18
405.44997578451995 1.4296269624648385e-17 1.156026383442508e-17 1.286508597191366e-17
406.260875736089 8.297145446651816e-18 7.2855077625446e-18 6.539705518299074e-18
407.0733974875612 2.1869375193536903e-17 2.1193446167333217e-17 1.818215296059604e-17
407.8875442825363 1.773039717635966e-17 1.702964989001067e-17 1.4603389703628895e-17
408.7033193711013 3.7834542583795066e-18 3.4105915235475197e-18 3.0734055119966767e-18
409.52072600984354 1.8228983263196842e-17 1.4442415799474613e-17 1.9061772479159823e-17
410.33976746186323 9.73748487581093e-18 7.853441279271677e-18 9.351277239977238e-18
411.16044699678696 8.499607225681285e-17 7.906669980932227e-17 8.726111905878895e-17
411.9827678907805 7.510724206975977e-17 7.017332235955331e-17 5.193708582046204e-17
412.8067334265621 4.5448900734447226e-17 4.27776321191992e-17 3.2403588064901946e-17
413.6323468934153 8.095261764274044e-18 7.312814652027309e-18 6.732516576148386e-18
414.45961158720206 2.4541829861931904e-17 2.3226935882002175e-17 2.285374663474856e-17
415.28853081037647 5.329851851671125e-18 3.95719088913963e-18 8.011694027358698e-18
416.11910787199724 4.428797083215926e-17 3.710731127265111e-17 4.6730819371724696e-17
416.95134608774123 5.536359899672677e-16 5.292688314498285e-16 3.4277402563648573e-16
417.78524877991674 3.5944756688642576e-16 2.874764405834727e-16 2.836197788570344e-16
418.6208192774766 3.821806106199517e-18 3.1164235069537533e-18 3.6320684878077195e-18
419.4580609160315 2.2868520191060124e-17 2.052143871645209e-17 2.030814124237784e-17
420.2969770378636 8.798100796995966e-18 8.344074603434791e-18 7.72589360391748e-18
421.13757099193936 3.419856493411141e-17 3.1479711307680134e-17 2.829266786089743e-17
421.9798461339232 4.639783958960667e-18 3.743752290194889e-18 4.328090314099938e-18
422.823805826191 1.9584287880649346e-17 1.8427513524789578e-17 1.959277908364592e-17
423.6694534378434 2.030571073733492e-18 1.5786145001207185e-18 1.856520749473796e-18
424.51679234471914 2.9269998458108097e-17 2.3926408897033545e-17 2.318059995459195e-17
425.3658259294086 3.3537688524564083e-19 2.627178013510036e-19 4.13758484809623e-19
426.21655758126735 1.8185034977223654e-18 1.736768542460254e-18 1.5545624959401636e-18
427.0689906964299 7.02211183782111e-18 6.277949590183239e-18 5.630550205817896e-18
427.9231286778228 2.7944896618708667e-17 2.5882858434260146e-17 2.793008981871387e-17
428.77897493517844 4.912564802459868e-17 4.618422777316936e-17 5.421514978804193e-17
429.6365328850488 1.8406807772947764e-17 1.7894283107531996e-17 1.2848526059476316e-17
430.49580595081886 3.006936323587641e-16 2.883375208546608e-16 3.146605560034204e-16
431.35679756272054 1.3216190823385924e-16 1.2489954409942113e-16 1.4345821510151917e-16
432.21951115784594 6.2513963880383475e-18 5.886792198347666e-18 5.76064884778043e-18
433.08395018016165 3.946556978944653e-17 3.565896804575446e-17 4.412933283012425e-17
433.9501180805219 6.417344316721501e-18 5.3176412060557826e-18 6.551087661485265e-18
434.818018316683 2.096838887406236e-16 1.9915244323262163e-16 2.1775164968180646e-16
435.68765435331636 4.3603658105785786e-17 3.8907304699463746e-17 5.0360571410814394e-17
436.559029662023 5.91006025146819e-16 5.637409627950369e-16 6.272796554943018e-16
437.43214772134706 5.8028695278096985e-18 5.210364199652185e-18 4.819209664444099e-18
438.30701201678977 1.9142393426386274e-17 1.8257878758547794e-17 1.6657528905335865e-17
439.18362604082336 7.201494387985727e-17 6.944620149995199e-17 6.795742999859386e-17
440.061993292905 4.323503358269228e-18 3.861718578396822e-18 3.765453805037871e-18
440.94211727949084 6.528606931583277e-17 6.240786511577255e-17 6.474289621300245e-17
441.8240015140498 6.434388216332464e-18 6.062898100183947e-18 5.375424031096627e-18
442.7076495170779 1.8103441330654057e-18 1.4259095963821447e-18 1.8720654116200445e-18
443.5930648161121 2.372667861056149e-16 2.2961148664950907e-16 2.24150453611593e-16
444.4802509457443 4.2383468551308725e-17 4.1193677211363684e-17 2.786525088109798e-17
445.36921144763573 1.4015937631660595e-16 1.0981298916076189e-16 1.1389022637175326e-16
446.259949870531 3.123107620195289e-17 3.012415553457496e-17 3.037368834245086e-17
