READ SERR 1
@GJ699all_model.pco
!
3.3554647 4.54054354E-3 1.6188265E-8
3.34640813 4.51606605E-3 1.59178395E-8
3.3374002 4.49178601E-3 1.56555977E-8
3.3284409 4.46770154E-3 1.54159761E-8
3.31952929 4.44380986E-3 1.51747805E-8
3.31066537 4.42010956E-3 1.49821684E-8
3.30184865 4.39659879E-3 1.47403281E-8
3.2930789 4.37327428E-3 1.4512616E-8
3.2843554 4.35013557E-3 1.42859253E-8
3.27567816 4.3271794E-3 1.75172694E-8
3.26704645 4.30440484E-3 1.46613033E-8
3.25846028 4.28180955E-3 1.41728504E-8
3.24991918 4.25939169E-3 1.36267371E-8
3.24142241 4.23714984E-3 1.32594451E-8
3.23297024 4.21508122E-3 1.29334126E-8
3.22456193 4.1931849E-3 1.34628859E-8
3.21619749 4.17145854E-3 1.25938371E-8
3.20787597 4.14990028E-3 2.00979571E-8
3.1995976 4.12860746E-3 1.48677417E-8
3.19136167 4.1072825E-3 1.44361385E-8
3.18316817 4.08621971E-3 1.36476999E-8
3.17501664 4.06531803E-3 1.3820074E-8
3.1669066 4.04457655E-3 1.13688614E-8
3.15883803 4.02399385E-3 1.1185791E-8
3.15081048 4.00356716E-3 1.10173879E-8
3.1428237 3.98329599E-3 1.08505995E-8
3.1348772 3.96317849E-3 1.06841744E-8
3.12697077 3.9432128E-3 1.10397824E-8
3.11910415 3.92339798E-3 1.03456026E-8
3.1112771 3.9037317E-3 1.01732045E-8
3.10348916 3.88421305E-3 9.99868099E-9
3.09574008 3.86493234E-3 1.00677413E-8
3.08802962 3.84552032E-3 9.68034541E-9
3.08035731 3.82661843E-3 9.52888257E-9
3.07272339 3.80749325E-3 9.51339807E-9
3.0651269 3.78887146E-3 9.33527033E-9
3.05756807 3.77002731E-3 9.43448697E-9
3.05004644 3.75168025E-3 8.97197516E-9
3.04256153 3.73311178E-3 8.8081471E-9
3.03511333 3.71503411E-3 8.63133387E-9
3.02770162 3.69673572E-3 8.49478443E-9
3.0203259 3.67892208E-3 8.36018277E-9
3.01298618 3.66088864E-3 8.23269097E-9
3.00568199 3.64333414E-3 8.2152507E-9
2.99841309 3.62556078E-3 7.99221755E-9
2.99117923 3.60826007E-3 7.86863641E-9
2.98398018 3.59074166E-3 7.74331976E-9
2.9768157 3.57369031E-3 7.61582974E-9
2.96968555 3.55642173E-3 7.48741424E-9
2.96258974 3.53961461E-3 7.3574431E-9
2.95552754 3.52259143E-3 7.23183824E-9
2.94849873 3.50602414E-3 7.11348491E-9
2.94150352 3.4892417E-3 7.00040825E-9
2.93454146 3.47290956E-3 6.88848489E-9
2.92761207 3.45636322E-3 6.77437439E-9
2.92071557 3.44026205E-3 6.80658241E-9
2.91385102 3.42411012E-3 6.58082255E-9
2.90701914 3.40790977E-3 6.45119869E-9
2.90021896 3.39214667E-3 6.36249808E-9
2.89345074 3.37617146E-3 6.25429619E-9
2.88671398 3.36062862E-3 6.15395601E-9
2.88000846 3.3448746E-3 6.05247052E-9
2.87333393 3.32954782E-3 5.9524119E-9
2.8666904 3.3140108E-3 5.85958704E-9
2.86007762 3.29889613E-3 5.86435833E-9
2.85349512 3.28357215E-3 5.68942449E-9
2.8469429 3.26866587E-3 5.57995339E-9
2.84042072 3.2535512E-3 5.49544499E-9
2.83392811 3.23884934E-3 5.38877565E-9
2.82746553 3.22394003E-3 5.29441335E-9
2.82103205 3.20943864E-3 5.21171595E-9
2.81462789 3.19473119E-3 5.1267981E-9
2.80825281 3.18042701E-3 5.04286213E-9
2.80190635 3.16591747E-3 4.95903318E-9
2.79558873 3.15180677E-3 4.88739493E-9
2.78929925 3.13749188E-3 4.79849227E-9
2.78303838 3.1235714E-3 4.72504613E-9
2.77680516 3.10944743E-3 4.66099426E-9
2.77060008 3.09571344E-3 4.5887476E-9
2.76442266 3.08177713E-3 4.55653382E-9
2.75827265 3.06822662E-3 4.43319204E-9
2.75214982 3.05462E-3 4.84826401E-9
2.74605417 3.04095913E-3 4.39568115E-9
2.73998547 3.02767754E-3 4.2237196E-9
2.7339437 3.01419618E-3 4.16064916E-9
2.7279284 3.00108991E-3 4.08365119E-9
2.72193956 2.9877848E-3 4.01344957E-9
2.71597695 2.97485106E-3 3.94099198E-9
2.71004033 2.96171918E-3 3.88142185E-9
2.7041297 2.9489547E-3 3.91472454E-9
2.69824457 2.93599325E-3 3.74982445E-9
2.6923852 2.92339502E-3 3.68566977E-9
2.68655133 2.91060098E-3 3.63112629E-9
2.6807425 2.89816642E-3 3.57474694E-9
2.67495894 2.88553676E-3 3.51084917E-9
2.66919994 2.87326286E-3 3.45938123E-9
2.66346598 2.86079478E-3 3.41699313E-9
2.65775657 2.84867873E-3 3.34877726E-9
2.65207148 2.83636968E-3 3.29419358E-9
2.6464107 2.82440893E-3 3.24822991E-9
2.64077401 2.81225611E-3 3.19466054E-9
2.6351614 2.8004481E-3 3.15515414E-9
2.62957239 2.78844894E-3 3.10350234E-9
2.62400723 2.77679088E-3 3.24036109E-9
2.61846542 2.76494259E-3 3.02816461E-9
2.61294699 2.75343191E-3 2.94205593E-9
2.60745168 2.74186255E-3 2.88839508E-9
2.60197973 2.73023616E-3 2.83758839E-9
2.59653044 2.71894224E-3 2.7799345E-9
2.59110403 2.70746066E-3 2.73509992E-9
2.58570027 2.69630807E-3 2.69018674E-9
2.58031893 2.68496876E-3 2.64528555E-9
2.57496023 2.6739554E-3 2.60533328E-9
2.56962347 2.66275601E-3 2.67819966E-9
2.56430888 2.65187956E-3 2.53393706E-9
2.55901599 2.64081801E-3 2.49387422E-9
2.55374527 2.63007591E-3 2.44369192E-9
2.54849601 2.61914986E-3 2.41999087E-9
2.5432682 2.60854E-3 2.36416353E-9
2.53806186 2.59774714E-3 2.32387354E-9
2.53287697 2.58726766E-3 2.28326447E-9
2.52771306 2.57660588E-3 2.24473862E-9
2.52257013 2.56625423E-3 2.20814544E-9
2.51744819 2.55572167E-3 2.17144414E-9
2.51234698 2.54549598E-3 2.14457874E-9
2.50726652 2.53509032E-3 2.09646389E-9
2.50220633 2.52498849E-3 2.06065498E-9
2.49716663 2.51470786E-3 2.02604911E-9
2.49214721 2.50472804E-3 1.99333394E-9
2.48714805 2.4945701E-3 1.96295447E-9
2.48216867 2.48471019E-3 1.93025174E-9
2.47720909 2.4747909E-3 1.89806282E-9
2.47226954 2.46481365E-3 1.86856264E-9
2.46734953 2.45513045E-3 1.84240878E-9
2.46244931 2.44527124E-3 1.81061999E-9
2.45756817 2.43570306E-3 1.78291415E-9
2.45270658 2.42596027E-3 1.75220316E-9
2.44786406 2.41650548E-3 1.72448356E-9
2.44304061 2.406877E-3 1.69527703E-9
2.43823624 2.39753397E-3 1.66439329E-9
2.4334507 2.38801795E-3 1.6350159E-9
2.428684 2.37878505E-3 1.60808611E-9
2.42393589 2.36937986E-3 1.58091917E-9
2.41920614 2.36025522E-3 1.5538979E-9
2.41449499 2.35095923E-3 1.52718516E-9
2.40980196 2.341941E-3 1.50153079E-9
2.40512729 2.33275234E-3 1.47565404E-9
2.40047073 2.32383911E-3 1.45131318E-9
2.39583206 2.31475639E-3 1.4272723E-9
2.39121151 2.30594631E-3 1.40369572E-9
2.3866086 2.29696766E-3 1.38217449E-9
2.38202333 2.28825933E-3 1.36090461E-9
2.37745571 2.27938336E-3 1.33973699E-9
2.37290549 2.27077492E-3 1.31826849E-9
2.36837268 2.26199999E-3 1.29702338E-9
2.36385727 2.25349027E-3 1.27568822E-9
2.35935879 2.24492187E-3 1.25458732E-9
2.35487771 2.23629549E-3 1.23338839E-9
2.35041332 2.22793105E-3 1.21200994E-9
2.3459661 2.219402E-3 1.19062571E-9
2.34153557 2.21113232E-3 1.16956644E-9
2.33712173 2.20269896E-3 1.14987431E-9
2.33272457 2.19452288E-3 1.13024656E-9
2.32834387 2.18618405E-3 1.11070597E-9
2.32397938 2.17809994E-3 1.09201581E-9
2.31963158 2.16985401E-3 1.07331943E-9
2.31529975 2.1618607E-3 1.05489173E-9
2.31098413 2.15370627E-3 1.03762288E-9
2.30668473 2.14580237E-3 1.0208776E-9
2.3024013 2.13773828E-3 1.00492603E-9
2.29813361 2.12992239E-3 9.89484938E-10
2.29388165 2.12194701E-3 9.73987446E-10
2.28964543 2.11421773E-3 9.58422675E-10
2.28542495 2.10633012E-3 9.44364698E-10
2.28121996 2.09868653E-3 9.34010758E-10
2.27703047 2.09088507E-3 9.12397047E-10
2.27285624 2.08332553E-3 8.98332075E-10
2.26869726 2.07560929E-3 8.91037188E-10
2.26455355 2.06813263E-3 8.69801564E-10
2.26042485 2.06050021E-3 8.50469362E-10
2.25631118 2.05310551E-3 8.42011294E-10
2.25221252 2.04565306E-3 8.27376168E-10
2.24812865 2.03814404E-3 8.08692779E-10
2.24405956 2.03086971E-3 7.93720534E-10
2.24000525 2.02344148E-3 7.81804232E-10
2.23596573 2.01624609E-3 7.71133768E-10
2.23194051 2.00889749E-3 7.53584861E-10
2.22792983 2.00177962E-3 7.41330053E-10
2.22393346 1.99450972E-3 7.31400385E-10
2.21995163 1.98746845E-3 7.19459936E-10
2.21598387 1.98027608E-3 7.07501946E-10
2.21203017 1.97331025E-3 6.96306957E-10
2.20809078 1.96619402E-3 6.85499102E-10
2.20416522 1.95930293E-3 6.73630707E-10
2.20025373 1.9522619E-3 6.62701172E-10
2.19635606 1.94544403E-3 6.51555976E-10
2.19247198 1.93847716E-3 6.40211606E-10
2.18860173 1.93173171E-3 6.29045871E-10
2.18474531 1.92483794E-3 6.17765616E-10
2.18090224 1.91816373E-3 6.06438399E-10
2.17707276 1.91134226E-3 5.95712979E-10
2.17325664 1.90473837E-3 5.85586357E-10
2.16945386 1.89798791E-3 5.75948012E-10
2.16566443 1.8914534E-3 5.66189429E-10
2.16188836 1.88477314E-3 5.56409363E-10
2.15812516 1.87830697E-3 5.4663557E-10
2.15437508 1.87178492E-3 5.37539346E-10
2.1506381 1.86520792E-3 5.30313515E-10
2.14691401 1.85884256E-3 5.21308996E-10
2.14320302 1.85233343E-3 5.13449838E-10
2.13950443 1.84603408E-3 5.0522081E-10
2.13581896 1.83959166E-3 4.97141939E-10
2.13214588 1.8333575E-3 4.88782792E-10
2.12848568 1.82698097E-3 4.80588791E-10
2.12483788 1.82081107E-3 4.72504591E-10
2.12120247 1.8144995E-3 4.64506378E-10
2.1175797 1.80839293E-3 4.5646581E-10
2.11396909 1.8021455E-3 4.48375392E-10
2.11037087 1.79610145E-3 4.40297909E-10
2.10678482 1.78991724E-3 4.32127861E-10
2.10321093 1.78393477E-3 4.24891677E-10
2.09964919 1.77781307E-3 4.17580859E-10
2.09609962 1.77189137E-3 4.11538359E-10
2.09256172 1.76583114E-3 4.05469019E-10
2.08903599 1.75996951E-3 3.96635197E-10
2.08552217 1.75397005E-3 3.9004372E-10
2.08201981 1.74816756E-3 3.85144722E-10
2.0785296 1.74222805E-3 3.78315268E-10
2.07505083 1.736484E-3 3.71926157E-10
2.07158375 1.73060352E-3 3.66683489E-10
2.06812811 1.72491709E-3 3.60863756E-10
2.06468415 1.71917677E-3 3.54478197E-10
2.06125164 1.71338359E-3 3.48401974E-10
2.05783033 1.70778215E-3 3.42632756E-10
2.05442047 1.70204602E-3 3.37042977E-10
2.05102205 1.69650035E-3 3.30962563E-10
2.0476346 1.69082067E-3 3.25218769E-10
2.04425859 1.68533006E-3 3.19335752E-10
2.04089355 1.67970604E-3 3.13553794E-10
2.03753948 1.67426968E-3 3.07617654E-10
2.03419662 1.66870072E-3 3.02298853E-10
2.03086448 1.66331779E-3 2.97323083E-10
2.02754331 1.65780308E-3 2.9233771E-10
2.0242331 1.652473E-3 2.87349172E-10
2.02093363 1.64701184E-3 2.82181944E-10
2.01764488 1.64173404E-3 2.77511791E-10
2.01436687 1.63632573E-3 2.73333994E-10
