,wave_mm,flux_mm,error_mm,cont_mm,LyA_intrinsic_profile_low_2sig_mm,LyA_intrinsic_profile_low_1sig_mm,LyA_intrinsic_profile_median_mm,LyA_intrinsic_profile_high_1sig_mm,LyA_intrinsic_profile_high_2sig_mm,LyA_model_low_2sig_mm,LyA_model_low_1sig_mm,LyA_model_median_mm,LyA_model_high_1sig_mm,LyA_model_high_2sig_mm,wave_b,flux_b,error_b,cont_b,model_best_fit_b,LyA_intrinsic_profile_bestfit,LyA_intrinsic_profile_low_2sig_b,LyA_intrinsic_profile_low_1sig_b,LyA_intrinsic_profile_median_b,LyA_intrinsic_profile_high_1sig_b,LyA_intrinsic_profile_high_2sig_b,LyA_model_low_2sig_b,LyA_model_low_1sig_b,LyA_model_median_b,LyA_model_high_1sig_b,LyA_model_high_2sig_b,LyA_intrinsic_flux_low_2sig_mm,LyA_intrinsic_flux_low_1sig_mm,LyA_intrinsic_flux_median_mm,LyA_intrinsic_flux_high_1sig_mm,LyA_intrinsic_flux_high_2sig_mm,LyA_intrinsic_flux_low_2sig_b,LyA_intrinsic_flux_low_1sig_b,LyA_intrinsic_flux_median_b,LyA_intrinsic_flux_high_1sig_b,LyA_intrinsic_flux_high_2sig_b
34,1215.8438512161797,1.6786291058828146e-15,8.0146723e-16,-2.392102058828153e-16,3.1525614762631436e-15,3.555738053240332e-15,4.0521323023912845e-15,4.658995836861634e-15,5.426675036512055e-15,5.244267473909044e-17,8.456886327390422e-17,1.3770325779818923e-16,2.2062684283312563e-16,3.6181212740481424e-16,1215.840958371637,4.825108766678064e-16,8.831345837016081e-16,3.2372677350610336e-17,7.58609234906459e-17,3.530785751993711e-15,2.290849863304885e-15,2.8614955879939485e-15,3.530785751993711e-15,4.3019408060147636e-15,5.184961936614211e-15,1.943429836797105e-17,3.8315527948021635e-17,7.58609234906459e-17,1.4105626783286656e-16,2.5314731126775043e-16,,,,,,,,,,
35,1215.8972103935378,-1.3443265321399557e-15,4.1152170865092944e-16,-2.3918616786004435e-16,2.4400549725874785e-15,2.7251177156288326e-15,3.0558967785063396e-15,3.4403729847560564e-15,3.8900202511289996e-15,1.2096588706892493e-16,1.9071926069725742e-16,2.9136367423426415e-16,4.2478853013359435e-16,6.270952969962468e-16,1215.8942944366931,1.9501089502952719e-16,7.542261692573863e-16,3.248380601155022e-17,1.529476327195226e-16,2.283707109645156e-15,1.419532862766914e-15,1.8179665868309182e-15,2.283707109645156e-15,2.80636658075331e-15,3.385308044677398e-15,4.1401239596443256e-17,8.18994131808635e-17,1.529476327195226e-16,2.572328570021337e-16,4.047845122102173e-16,,,,,,,,,,
36,1215.9505692254054,1.120181829992915e-15,2.3335137e-15,-2.39162129992915e-16,1.8838165831715152e-15,2.107026849412573e-15,2.358543100725808e-15,2.6429791701846956e-15,2.9597561722816805e-15,2.282131529849528e-16,3.2679866717850723e-16,4.514142817705941e-16,5.98987591099768e-16,8.289910174549183e-16,1215.9476305017492,9.892358281340995e-16,7.4348591967936445e-16,3.2594934672490493e-17,2.0284828599914137e-16,1.4488105465497173e-15,8.504968008943022e-16,1.1250968256442689e-15,1.4488105465497173e-15,1.8100564695776043e-15,2.2058462622735476e-15,6.361754543027739e-17,1.178435993264319e-16,2.0284828599914137e-16,3.170787561075179e-16,4.538506725442963e-16,,,,,,,,,,
37,1216.0039277117892,-3.178681777185758e-16,1.1917523e-15,-2.391380922814242e-16,1.4750293326383287e-15,1.6606127395933588e-15,1.8640710768225816e-15,2.0921430342280542e-15,2.3694937811995706e-15,3.331100333686326e-16,4.3789734331031014e-16,5.602702790054429e-16,6.977784133174001e-16,9.32993408761843e-16,1216.0009665668053,6.609023198419103e-16,6.299997548574292e-16,3.270606333343077e-17,2.0585652575827839e-16,9.119125316309366e-16,5.010520825556431e-16,6.903863009118631e-16,9.119125316309366e-16,1.1593335475283554e-15,1.4356023762495908e-15,7.010669031625349e-17,1.2599812101954214e-16,2.0585652575827839e-16,3.0766020374801554e-16,4.167431846713993e-16,,,,,,,,,,
38,1216.057285852696,9.964539472556911e-17,4.1152170865092944e-16,-2.391140547255691e-16,1.1774657374371735e-15,1.3372994509033313e-15,1.509517253865832e-15,1.6986939605037035e-15,1.9369390640078473e-15,4.0496804525311076e-16,5.028948593583013e-16,6.131869032812126e-16,7.348414004825084e-16,9.435738506425069e-16,1216.0543026318614,-7.738605516633261e-18,3.013179687693605e-16,3.281719199437065e-17,1.8224642055654626e-16,5.770405340963631e-16,2.9110360639903794e-16,4.25383690367194e-16,5.770405340963631e-16,7.474078648621844e-16,9.384642870764378e-16,6.209130613607026e-17,1.1380168378239685e-16,1.8224642055654626e-16,2.636238339426377e-16,3.4934192762322734e-16,,,,,,,,,,
39,1216.110643648132,2.8134643173253468e-15,8.362339e-16,-2.390900173253466e-16,9.596819265338378e-16,1.0997675723022584e-15,1.2485698230889307e-15,1.408971987043281e-15,1.6033391908033604e-15,4.391843248612247e-16,5.271102995648661e-16,6.252812292202062e-16,7.321429425305551e-16,8.918514901501366e-16,1216.1076386969175,-3.360866899600386e-16,2.9096156056123683e-16,3.2928320655310926e-17,1.5103790259709154e-16,3.7037832257763695e-16,1.67473696236446e-16,2.6394985737154397e-16,3.7037832257763695e-16,4.954391815654149e-16,6.280805220158625e-16,4.820797226247793e-17,9.358897108266135e-17,1.5103790259709154e-16,2.1583808472358356e-16,2.8685248438394614e-16,,,,,,,,,,
40,1216.1640010981046,4.746860300807535e-16,4.1152170865092944e-16,-2.390659800807535e-16,7.968980720020007e-16,9.208510042982283e-16,1.0509845716371293e-15,1.1886054312265227e-15,1.3439835471187178e-15,4.4389974068056093e-16,5.237112247717995e-16,6.117140172386493e-16,7.051276995975366e-16,8.193228658088026e-16,1216.1609747619736,4.136081787635378e-16,3.7131014925916005e-16,3.303944931625081e-17,1.214389437783707e-16,2.448884566204411e-16,9.528944314213591e-17,1.651304459123141e-16,2.448884566204411e-16,3.4309632182943166e-16,4.4323954275464165e-16,3.449281503781342e-17,7.273774322421983e-17,1.214389437783707e-16,1.7848629850412704e-16,2.3845613809670153e-16,,,,,,,,,,
41,1216.2173582026198,1.560416742991787e-15,4.1152170865092944e-16,-2.390419429917871e-16,6.7161045119886495e-16,7.824079994126386e-16,8.97652271736266e-16,1.0166511577495655e-15,1.1446613154062177e-15,4.2996788721050732e-16,5.032407255371722e-16,5.827719998822022e-16,6.641749699366217e-16,7.554312875159639e-16,1216.2143108270297,9.033174788547825e-16,5.746588808538014e-16,3.3150577977191084e-17,9.681776125232955e-17,1.688348494901201e-16,5.374722933063999e-17,1.0296501929835691e-16,1.688348494901201e-16,2.5106282344153854e-16,3.366636010290421e-16,2.3090776757511653e-17,5.406919711130569e-17,9.681776125232955e-17,1.5077693457629057e-16,2.0579688126783847e-16,,,,,,,,,,
42,1216.2707149616847,8.067402060584443e-16,4.1152170865092944e-16,-2.3901790605844433e-16,5.699203187958994e-16,6.721729291990157e-16,7.757435205047016e-16,8.809489602383861e-16,9.874812344385801e-16,4.03992308747326e-16,4.726338275828901e-16,5.454225247196537e-16,6.194156409570633e-16,6.956803208514567e-16,1216.2676468920858,-5.078613663579e-17,2.749620012440835e-16,3.326170663813136e-17,7.895002366278497e-17,1.2165539035220098e-16,2.964636756183625e-17,6.409025626593608e-17,1.2165539035220098e-16,1.9465087519733711e-16,2.7233033040720726e-16,1.4671066121195764e-17,3.90901517937302e-17,7.895002366278497e-17,1.302760224360957e-16,1.8307848210464703e-16,,,,,,,,,,
43,1216.3240713753062,1.5031464692807218e-15,4.1152170865092944e-16,-2.389938692807218e-16,4.812159673501408e-16,5.832749181066755e-16,6.779520827453297e-16,7.715181479301785e-16,8.63818170906717e-16,3.6779246511727754e-16,4.368103194932213e-16,5.063731308717937e-16,5.745781321298366e-16,6.407412435734834e-16,1216.320982957142,2.806452994299856e-16,2.9518325883865086e-16,3.337283529907124e-17,6.574686014192324e-17,9.225966265028649e-17,1.5861979863239217e-17,4.037394424144899e-17,9.225966265028649e-17,1.5872533016272154e-16,2.29585253811657e-16,8.601504508055785e-18,2.8028861562604873e-17,6.574686014192324e-17,1.14933224222153e-16,1.6553432970057802e-16,,,,,,,,,,
44,1216.377427443491,1.0415629326586168e-15,4.1152170865092944e-16,-2.389698326586168e-16,4.010917081544383e-16,5.115684136826852e-16,5.981326459922583e-16,6.820154139871277e-16,7.631388867358347e-16,3.2290524098114913e-16,4.0208014758476714e-16,4.681163113872989e-16,5.311192488182245e-16,5.904565168262652e-16,1216.374319022198,1.849672776190438e-16,2.749620012440835e-16,3.3483963960011517e-17,5.620367378890965e-17,7.367132439969485e-17,7.411237363548875e-18,2.6669748695632288e-17,7.367132439969485e-17,1.3430224798322843e-16,1.985858122410659e-16,4.160132202562002e-18,1.9851279476321987e-17,5.620367378890965e-17,1.0300536595881972e-16,1.50902779612437e-16,,,,,,,,,,
45,1216.4307831662452,1.0880873261921262e-15,4.1152170865092944e-16,-2.3894579619212624e-16,3.250593892875715e-16,4.528020894710602e-16,5.320787495372997e-16,6.076823139599875e-16,6.801224153516073e-16,2.7032700569798826e-16,3.6963644469289534e-16,4.317341574378529e-16,4.902892689267264e-16,5.445347264539645e-16,1216.4276550872542,-1.379769635048923e-16,2.749620012440835e-16,3.35950926209514e-17,4.92551062381149e-17,6.149357798552344e-17,2.2727118121118346e-18,1.9104004220350896e-17,6.149357798552344e-17,1.1657944326119737e-16,1.7464914939713674e-16,1.0898725862881714e-18,1.4881020336309895e-17,4.92551062381149e-17,9.328127675325674e-17,1.38253218401204e-16,,,,,,,,,,
46,1216.4841385435761,3.6187971988124717e-16,4.1152170865092944e-16,-2.3892175988124717e-16,2.499889789330695e-16,4.04294931467387e-16,4.76680351065183e-16,5.451422099477763e-16,6.106586412485199e-16,2.145784157977471e-16,3.3955340924251736e-16,3.9806391621388387e-16,4.526314981309236e-16,5.0326923346635e-16,1216.4809911523103,-7.892209129909983e-17,2.749620012440835e-16,3.3706221281891674e-17,4.405855427709363e-17,5.305998784792238e-17,-3.1295959408977923e-19,1.4679579607208388e-17,5.305998784792238e-17,1.03013708342251e-16,1.554560118431516e-16,-5.951627598624199e-19,1.201783467736009e-17,4.405855427709363e-17,8.509685833823719e-17,1.2702194844968591e-16,,,,,,,,,,
47,1216.5374935754905,-2.4932926274023683e-17,4.1152170865092944e-16,-2.3889772372597634e-16,1.845323883176357e-16,3.6352941108551315e-16,4.2975019571535987e-16,4.920581958547076e-16,5.515366166818621e-16,1.610582694532143e-16,3.123566042181413e-16,3.6725577034943333e-16,4.181846200131196e-16,4.653725418337951e-16,1216.5343272173664,3.007904439513488e-16,3.1214441668497985e-16,3.381734994283195e-17,3.999895761586865e-17,4.6906411497228225e-17,-1.351536370105505e-18,1.2124165933940227e-17,4.6906411497228225e-17,9.216884419221771e-17,1.395439490575842e-16,-1.3243309090152203e-18,1.0285874410351624e-17,3.999895761586865e-17,7.804759618090276e-17,1.1697881638142154e-16,,,,,,,,,,
48,1216.5908482619943,4.053475077263111e-16,4.1152170865092944e-16,-2.388736877263111e-16,1.336053650776854e-16,3.288762336361357e-16,3.896031497289387e-16,4.464531227346254e-16,5.007187590477101e-16,1.1875533196892923e-16,2.878737157013921e-16,3.3927428736587137e-16,3.867671574859729e-16,4.3068971330721046e-16,1216.5876632824225,2.443381491108116e-16,2.749620012440835e-16,3.392847860377183e-17,3.669737972233875e-17,4.2160216027801144e-17,-1.7057740283237825e-18,1.0603565228680633e-17,4.2160216027801144e-17,8.320844837981304e-17,1.2616358031253657e-16,-1.5810155490558512e-18,9.235446083070366e-18,3.669737972233875e-17,7.189017646671623e-17,1.0797216060562897e-16,,,,,,,,,,
49,1216.6442026030952,2.7219266688224806e-16,4.1152170865092944e-16,-2.3884965188224804e-16,9.55611142365731e-17,2.992064379779115e-16,3.5489600916962715e-16,4.0695593343441477e-16,4.565805398761541e-16,8.63706030060179e-17,2.659871264932048e-16,3.1390516105476056e-16,3.5820860923486124e-16,3.9924349746207296e-16,1216.6409993474786,2.1650152951724527e-16,2.749620012440835e-16,3.4039607264712107e-17,3.390451630061968e-17,3.83250378403276e-17,-1.6809934186596348e-18,9.652976462409033e-18,3.83250378403276e-17,7.563739213562884e-17,1.1469751049091916e-16,-1.5680226551687379e-18,8.574918334446187e-18,3.390451630061968e-17,6.643274880301891e-17,9.986326499578752e-17,,,,,,,,,,
50,1216.6975565987993,-5.856164380621562e-17,4.1152170865092944e-16,-2.3882561619378437e-16,6.839290879344963e-17,2.734891303757392e-16,3.246568365361821e-16,3.7250920728646266e-16,4.1810564952570675e-16,6.207568216609562e-17,2.462670175725033e-16,2.909409730043357e-16,3.3234432970655617e-16,3.7068328927152486e-16,1216.6943354125347,-8.372266306370193e-17,2.749620012440835e-16,3.415073592565199e-17,3.148312366512718e-17,3.5121872474219274e-17,-1.4639732550917933e-18,9.020026078667585e-18,3.5121872474219274e-17,6.912483433649025e-17,1.047800685983174e-16,-1.3577563179487821e-18,8.124443607069218e-18,3.148312366512718e-17,6.156357770753104e-17,9.256350430975553e-17,,,,,,,,,,
51,1216.7509102491135,-6.084995933908302e-17,4.1152170865092944e-16,-2.38801580660917e-16,4.798592833317746e-17,2.509779815607917e-16,2.98162333407305e-16,3.4229543441474665e-16,3.8431881341359753e-16,4.3947412919322553e-17,2.2844210837664967e-16,2.7017217954215737e-16,3.0886431445943574e-16,3.447366254954759e-16,1216.7476714775908,2.464042699998267e-16,2.8580175841133206e-16,3.4261864586592264e-17,2.93399177975766e-17,3.2370602752030267e-17,-1.1002355045221507e-18,8.541264284920474e-18,3.2370602752030267e-17,6.3461507275229e-17,9.611594202241244e-17,-1.0173377229167256e-18,7.776074621707427e-18,2.93399177975766e-17,5.718103119744287e-17,8.59646826049267e-17,,,,,,,,,,
52,1216.8042635540442,-2.0844785471635693e-16,4.1152170865092944e-16,-2.387775452836431e-16,3.324960590745826e-17,2.311606055936069e-16,2.747935481799973e-16,3.1561957821825043e-16,3.544431042499722e-16,3.080800244665571e-17,2.1234239341200878e-16,2.513678329191766e-16,2.875798096163613e-16,3.211966761342653e-16,1216.8010075426469,2.508895421426446e-16,3.563892786860335e-16,3.437299324753254e-17,2.741634808108232e-17,2.996502604903105e-17,-7.13966969349803e-19,8.136228660692135e-18,2.996502604903105e-17,5.848987739068011e-17,8.850984789386559e-17,-6.650557781149579e-19,7.480846763434763e-18,2.741634808108232e-17,5.322387726333196e-17,8.000821061118225e-17,,,,,,,,,,
53,1216.8576165135987,2.2349191006195927e-16,4.1152170865092944e-16,-2.3875351006195925e-16,2.2704019459239404e-17,2.1362461600498583e-16,2.5408828592441903e-16,2.919564218955044e-16,3.2796223106128865e-16,2.117583782587166e-17,1.9779219139287963e-16,2.343241880411833e-16,2.6827135233968164e-16,2.9979734085082307e-16,1216.854343607703,4.4102130624791423e-16,4.790426930791118e-16,3.448412190847242e-17,2.5673304964742524e-17,2.783285534192655e-17,-3.60710039115005e-19,7.77596984597101e-18,2.783285534192655e-17,5.408617866141313e-17,8.176539310779889e-17,-3.3335059487874574e-19,7.20379479575618e-18,2.5673304964742524e-17,4.964049965197598e-17,7.45975061389914e-17,,,,,,,,,,
54,1216.9109691277833,5.594516449958627e-16,4.1152170865092944e-16,-2.3872947499586265e-16,1.5226365418100897e-17,1.9802538350378969e-16,2.356470927966282e-16,2.708704507393348e-16,3.0433802777694795e-16,1.429000635767984e-17,1.845949477181786e-16,2.1885152715455827e-16,2.5073190764174863e-16,2.8035797451557645e-16,1216.907679672759,-1.5598975289312232e-17,2.749620012440835e-16,3.4595250569412697e-17,2.4083524267013442e-17,2.5922885129541304e-17,-4.8290957537144e-20,7.438933064494111e-18,2.5922885129541304e-17,5.016448191839933e-17,7.57688286977681e-17,-4.114249210552596e-20,6.93309091509884e-18,2.4083524267013442e-17,4.639014374255361e-17,6.96708579826685e-17,,,,,,,,,,
55,1216.9643213966046,9.455934008535043e-17,4.1152170865092944e-16,-2.3870544008535043e-16,9.891755876963166e-18,1.8408911826344648e-16,2.1915256800128775e-16,2.520096419639314e-16,2.831973201643378e-16,9.391685607407208e-18,1.7262218506902645e-16,2.0479383928805115e-16,2.347654614257453e-16,2.626413274319127e-16,1216.9610157378152,5.421861979715309e-16,4.815571082741034e-16,3.470637923035258e-17,2.2623643998209067e-17,2.4204607993673093e-17,2.095946057256583e-19,7.11262048555732e-18,2.4204607993673093e-17,4.665827316380601e-17,7.040825785918539e-17,2.0216742197887714e-19,6.66833364926349e-18,2.2623643998209067e-17,4.342806797678396e-17,6.51951054149798e-17,,,,,,,,,,
56,1217.01767332007,2.251671833304192e-16,4.1152170865092944e-16,-2.3868140533041923e-16,6.133709052810946e-18,1.7156998491926415e-16,2.0433278000027788e-16,2.3504642619460825e-16,2.6418103123698596e-16,5.878191377530821e-18,1.617208423736654e-16,1.919844237355211e-16,2.2019862813228886e-16,2.464728420967275e-16,1217.0143518028713,-1.3999287736723048e-16,2.749620012440835e-16,3.4817507891292854e-17,2.128245667487294e-17,2.264606015825175e-17,4.195554975328132e-19,6.796575282026898e-18,2.264606015825175e-17,4.35002139170209e-17,6.559946006573973e-17,4.001226058534613e-19,6.4063612255216624e-18,2.128245667487294e-17,4.0721170031205776e-17,6.111557462877017e-17,,,,,,,,,,
57,1217.0710248981852,1.557733807310664e-16,4.3755215e-16,-2.386573707310664e-16,3.501792710208287e-18,1.6028629182845175e-16,1.9096355713588128e-16,2.1972929801905125e-16,2.470061338520961e-16,3.363870214379775e-18,1.517820462420509e-16,1.8027880397697437e-16,2.0687207643023482e-16,2.316606632256991e-16,1217.0676878679274,-1.4043012740709859e-16,2.749620012440835e-16,3.492863655223313e-17,2.004515617405026e-17,2.1228905117855682e-17,5.831211278272079e-19,6.489645778972761e-18,2.1228905117855682e-17,4.065152197630503e-17,6.126285479217988e-17,5.579248457929164e-19,6.1439572474360005e-18,2.004515617405026e-17,3.8244121591024524e-17,5.738198087318465e-17,,,,,,,,,,
58,1217.1243761309577,8.528927362872885e-16,4.1152170865092944e-16,-2.3863333628728855e-16,1.7101814211092847e-18,1.5005438562742051e-16,1.7882986935012107e-16,2.058207514609174e-16,2.3141345040483673e-16,1.637227375015149e-18,1.4266344440189622e-16,1.6954371690829997e-16,1.9463559390269694e-16,2.1805257367664157e-16,1217.1210239329835,-1.4134488534568082e-16,2.749620012440835e-16,3.503976521317301e-17,1.890044122396082e-17,1.9931626284776395e-17,7.074233288740126e-19,6.193311509875752e-18,1.9931626284776395e-17,3.806167753490509e-17,5.732904324046191e-17,6.816678972268309e-19,5.885019669705185e-18,1.890044122396082e-17,3.597151186493144e-17,5.3956557282039886e-17,,,,,,,,,,
59,1217.1777270183936,4.58912751999083e-16,4.6940697e-16,-2.3860930199908296e-16,5.741550773673592e-19,1.4068187639538574e-16,1.6771322111748074e-16,1.9307056614038765e-16,2.1710810230046255e-16,5.465983840910953e-19,1.3423963078682624e-16,1.5960639675196124e-16,1.832975744234277e-16,2.0543052225519203e-16,1217.1743599980396,-1.3852640072577998e-16,2.749620012440835e-16,3.5150893874113287e-17,1.7832561586495614e-17,1.8733242806124956e-17,7.992531665892682e-19,5.903133549694595e-18,1.8733242806124956e-17,3.5686804661309364e-17,5.373042616034213e-17,7.687200362213266e-19,5.630885061100044e-18,1.7832561586495614e-17,3.3861983867213696e-17,5.0781336420954665e-17,,,,,,,,,,
60,1217.2310775605006,2.9435162786644625e-16,4.1152170865092944e-16,-2.3858526786644626e-16,-1.4225210187524064e-19,1.3195224771353251e-16,1.5735073881402178e-16,1.8117534245699275e-16,2.0375799081168009e-16,-1.410342340107566e-19,1.263126600033354e-16,1.502513302554404e-16,1.726124277291267e-16,1.9352345426712567e-16,1217.2276960630957,-1.3991011625093477e-16,2.749620012440835e-16,3.526202253505317e-17,1.681707522972167e-17,1.760754288969454e-17,8.581985518670037e-19,5.617250007765395e-18,1.760754288969454e-17,3.347234309540192e-17,5.0377132628681016e-17,8.283977724870025e-19,5.375715593086336e-18,1.681707522972167e-17,3.1874133753703445e-17,4.779754469985705e-17,,,,,,,,,,
61,1217.284427757284,-2.1857446611062396e-16,4.1152170865092944e-16,-2.38561233889376e-16,-5.836182049087548e-19,1.23584815445409e-16,1.474064940888362e-16,1.697614124595572e-16,1.909478067669695e-16,-5.719636930178682e-19,1.1863957163504995e-16,1.411798467346036e-16,1.6224404871283667e-16,1.8194751748525962e-16,1217.2810321281518,-1.4000639903020787e-16,2.749620012440835e-16,3.5373151195993444e-17,1.5823859012373327e-17,1.6519455456096727e-17,8.920769477596927e-19,5.325350934244755e-18,1.6519455456096727e-17,3.134620597153635e-17,4.716524795654434e-17,8.632668894177916e-19,5.110508947078241e-18,1.5823859012373327e-17,2.994681016439612e-17,4.4900775002884306e-17,,,,,,,,,,
62,1217.3377776087516,6.06579100678686e-17,4.1152170865092944e-16,-2.385372000678686e-16,-7.419100662674848e-19,1.1526279336568347e-16,1.3751246274850676e-16,1.5839632067704356e-16,1.7817799979539567e-16,-7.227412768561194e-19,1.1093351493643467e-16,1.3205712345246673e-16,1.5180286987260456e-16,1.7028555165814176e-16,1217.3343681932079,-1.3816097567001014e-16,2.749620012440835e-16,3.548427985693372e-17,1.4818363111694926e-17,1.5428400164873184e-17,9.03877641190734e-19,5.0178739548249486e-18,1.5428400164873184e-17,2.923203446089554e-17,4.397167019844783e-17,8.770230879566919e-19,4.827516773188851e-18,1.4818363111694926e-17,2.800640604282532e-17,4.198869055459199e-17,,,,,,,,,,
63,1217.3911271149095,3.484805164019214e-16,4.1152170865092944e-16,-2.385131664019214e-16,-8.251025536330524e-19,1.0670955782510892e-16,1.2733492203895913e-16,1.4669444771801937e-16,1.6503211718116972e-16,-8.056344754099344e-19,1.0293195746975901e-16,1.2257384271440932e-16,1.4094490821021427e-16,1.5814425778014834e-16,1217.387704258264,-1.409134269111812e-16,2.749620012440835e-16,3.55954085178736e-17,1.3767199910877102e-17,1.429903672956782e-17,8.954399100499787e-19,4.686326411807437e-18,1.429903672956782e-17,2.705843339057318e-17,4.069261055353481e-17,8.701897729081016e-19,4.517980639455444e-18,1.3767199910877102e-17,2.5989438992337257e-17,3.8960875939903886e-17,,,,,,,,,,
64,1217.444476275765,-1.82464797108469e-16,4.1152170865092944e-16,-2.38489132891531e-16,-8.464900699019102e-19,9.642646807896713e-17,1.1508522213232153e-16,1.3260226218068228e-16,1.491929143551902e-16,-8.225493713025161e-19,9.319792958266695e-17,1.1101208988553273e-16,1.2768257407535372e-16,1.4329603162183783e-16,1217.44104032332,-1.4131635447538412e-16,2.749620012440835e-16,3.570653717881388e-17,1.247736933392261e-17,1.2932649688614929e-17,8.536755151502969e-19,4.264309136660785e-18,1.2932649688614929e-17,2.444685265944811e-17,3.6759648897580246e-17,8.288267986868694e-19,4.12079763467129e-18,1.247736933392261e-17,2.3532199532529978e-17,3.527479920499034e-17,,,,,,,,,,
65,1217.4978250913243,-1.4044193046330523e-16,4.1152170865092944e-16,-2.384650995366948e-16,-6.778910762352288e-19,7.382127310156127e-17,8.811869454757982e-17,1.0154347672407202e-16,1.1425440734480893e-16,-6.600171646013431e-19,7.144835050951917e-17,8.512290718179953e-17,9.792324774319166e-17,1.0990877254606323e-16,1217.4943763883762,-8.491485716862715e-17,2.749620012440835e-16,3.581766583975376e-17,9.571299001410734e-18,9.906652571185054e-18,6.7629309258113e-19,3.280011901776863e-18,9.906652571185054e-18,1.8713203482495445e-17,2.8135817488147095e-17,6.582646902438423e-19,3.1741176898264626e-18,9.571299001410734e-18,1.8040875493799057e-17,2.7043454069458577e-17,,,,,,,,,,
