,wave_mm,flux_mm,error_mm,cont_mm,LyA_intrinsic_profile_low_2sig_mm,LyA_intrinsic_profile_low_1sig_mm,LyA_intrinsic_profile_median_mm,LyA_intrinsic_profile_high_1sig_mm,LyA_intrinsic_profile_high_2sig_mm,LyA_model_low_2sig_mm,LyA_model_low_1sig_mm,LyA_model_median_mm,LyA_model_high_1sig_mm,LyA_model_high_2sig_mm,wave_b,flux_b,error_b,cont_b,model_best_fit_b,LyA_intrinsic_profile_bestfit,LyA_intrinsic_profile_low_2sig_b,LyA_intrinsic_profile_low_1sig_b,LyA_intrinsic_profile_median_b,LyA_intrinsic_profile_high_1sig_b,LyA_intrinsic_profile_high_2sig_b,LyA_model_low_2sig_b,LyA_model_low_1sig_b,LyA_model_median_b,LyA_model_high_1sig_b,LyA_model_high_2sig_b,LyA_intrinsic_flux_low_2sig_mm,LyA_intrinsic_flux_low_1sig_mm,LyA_intrinsic_flux_median_mm,LyA_intrinsic_flux_high_1sig_mm,LyA_intrinsic_flux_high_2sig_mm,LyA_intrinsic_flux_low_2sig_b,LyA_intrinsic_flux_low_1sig_b,LyA_intrinsic_flux_median_b,LyA_intrinsic_flux_high_1sig_b,LyA_intrinsic_flux_high_2sig_b
20,1215.0967864528966,3.0716304545456754e-15,1.1364733e-15,-2.395467545456753e-16,3.9263662389649946e-15,4.731453242438692e-15,5.555875967395569e-15,6.5859132614025876e-15,7.988020671251907e-15,2.845631749734471e-15,3.117488214714952e-15,3.39037560536912e-15,3.669760198367755e-15,3.951117483360619e-15,1215.0942534608516,3.596877667398383e-15,1.2683819149319094e-15,3.081687609744845e-17,3.256338075783785e-15,5.2398751088860254e-15,3.4409346422207378e-15,4.265739428628266e-15,5.2398751088860254e-15,6.396160486753155e-15,7.748212888403882e-15,2.2053631625301028e-15,2.7345462756077772e-15,3.256338075783785e-15,3.764776809972241e-15,4.253163739562907e-15,,,,,,,,,,
21,1215.1501504678274,4.2643327143430515e-15,5.441833e-16,-2.3952271434360373e-16,4.5301114525100034e-15,6.287881148743225e-15,7.68644963297273e-15,9.530501613495275e-15,1.2193975865934176e-14,3.209852618540419e-15,3.783405732048665e-15,4.1972057387742216e-15,4.600865794008904e-15,4.987284914314442e-15,1215.1475895259077,2.8776146297346625e-15,1.1027804667833564e-15,3.0928004758388723e-17,4.275972977532883e-15,7.553049944725171e-15,4.776932065466282e-15,6.0163943319492926e-15,7.553049944725171e-15,9.49676146238439e-15,1.1951839660345574e-14,3.0722142754132163e-15,3.662421732200761e-15,4.275972977532883e-15,4.899835654502688e-15,5.507369151071658e-15,,,,,,,,,,
22,1215.203514137174,6.517406669943458e-15,9.498299e-16,-2.3949867429721623e-16,4.9956985938468366e-15,8.31228855652732e-15,1.0681630731336725e-14,1.401755156040004e-14,1.914148825558365e-14,3.2200269159834083e-15,4.3398757384486615e-15,4.938480366382919e-15,5.528472768968498e-15,6.102449229539433e-15,1215.2009255909638,6.365883660803941e-15,1.6708126077439613e-15,3.1039133419329e-17,5.053833903889865e-15,1.0335356044088672e-14,6.173503234958296e-15,7.961733230192785e-15,1.0335356044088672e-14,1.3590852304773475e-14,1.8211283963101143e-14,3.634426558490553e-15,4.320308051060999e-15,5.053833903889865e-15,5.818604554888588e-15,6.577887455985806e-15,,,,,,,,,,
23,1215.2568774609426,3.945057560962457e-15,1.7517831e-15,-2.3947463440650955e-16,5.387541753887823e-15,1.0739110679940535e-14,1.4670532220089672e-14,2.0592344312041228e-14,3.032314374541081e-14,2.7415446666798993e-15,3.947911466520577e-15,4.6695831486291805e-15,5.3817184050528826e-15,6.103849623052346e-15,1215.25426165602,4.903095843164026e-15,1.4689891829831444e-15,3.115026208026888e-17,4.64167481603468e-15,1.3332217530935679e-14,7.508536231994693e-15,9.928142437488357e-15,1.3332217530935679e-14,1.842540825927548e-14,2.656918684456609e-14,3.2414430492758288e-15,3.919730774812363e-15,4.64167481603468e-15,5.3939681919596684e-15,6.162003147933245e-15,,,,,,,,,,
24,1215.31024043914,5.70681756294658e-15,2.0601152e-15,-2.394505946714809e-16,5.703237783714587e-15,1.3295193760613969e-14,1.943907182607112e-14,2.9389235299748836e-14,4.679456441447965e-14,1.6135080374222355e-15,2.2250851068710654e-15,2.8399631290006828e-15,3.4944570820921618e-15,4.1778691510277165e-15,1215.307597721076,3.0210805118283844e-15,1.1663018773820553e-15,3.1261390741209156e-17,2.6934754498279863e-15,1.6167238241161365e-14,8.670553621077936e-15,1.1698797259162005e-14,1.6167238241161365e-14,2.336524978962006e-14,3.6078403611065604e-14,1.6985325158762544e-15,2.168977808037786e-15,2.6934754498279863e-15,3.2242006389747807e-15,3.742289792789429e-15,,,,,,,,,,
25,1215.363603071773,2.3071000285884154e-15,1.9194728e-15,-2.394265550921272e-16,5.919787076769525e-15,1.5479817371657344e-14,2.403507578382545e-14,3.903932375755083e-14,6.661880662351462e-14,1.0280285498756587e-15,1.6009689088628521e-15,2.300177524615689e-15,3.1214103265803443e-15,4.011645647246223e-15,1215.3609337861321,2.8879212041266095e-15,1.1588781294462318e-15,3.137251940214904e-17,1.902608482217218e-15,1.8403020568534763e-14,9.529099087163597e-15,1.3045338232832847e-14,1.8403020568534763e-14,2.749299309937023e-14,4.4697817319264905e-14,9.973168425393091e-16,1.4007691983499813e-15,1.902608482217218e-15,2.4638349583869052e-15,3.028569170471744e-15,,,,,,,,,,
26,1215.4169653588485,-8.954422510138352e-16,2.8235784e-15,-2.394025156684452e-16,6.038905019918846e-15,1.674037861545787e-14,2.6922958328272186e-14,4.5770795197898644e-14,8.174993755829433e-14,1.061550415365961e-15,1.8103240297014002e-15,2.751237661105568e-15,3.892990211469494e-15,5.1922109840002425e-15,1215.4142698511882,3.2084731899677057e-15,1.3335400241142551e-15,3.1483648063089313e-17,2.105583138228868e-15,1.9647896936498335e-14,9.996005181568579e-15,1.3777450372888451e-14,1.9647896936498335e-14,2.986677353010831e-14,4.991526561811864e-14,1.0028537507556728e-15,1.4974177588147745e-15,2.105583138228868e-15,2.768270600363806e-15,3.4119586722130295e-15,,,,,,,,,,
27,1215.4703273003727,3.5541009380307473e-16,3.245553e-15,-2.3937847640043226e-16,6.041077658212574e-15,1.672592392211638e-14,2.688023767327481e-14,4.5640695583385626e-14,8.139410375002987e-14,6.423619831980573e-16,1.0947402048340348e-15,1.723141263979902e-15,2.51603074955795e-15,3.4273632884960765e-15,1215.4676059162443,2.883485039120904e-16,1.1850277370819217e-15,3.159477672402959e-17,1.333882763014047e-15,1.9667136537024045e-14,1.000627053680289e-14,1.3788346821423769e-14,1.9667136537024045e-14,2.989976711963873e-14,4.9962182279848325e-14,5.81419521284437e-16,9.094206365546825e-16,1.333882763014047e-15,1.8133871774770353e-15,2.296525029231245e-15,,,,,,,,,,
28,1215.523688896353,1.2183179825600935e-15,3.5549367e-15,-2.3935443728808506e-16,5.928780035854734e-15,1.5439939168589875e-14,2.392398989945574e-14,3.8756259820784694e-14,6.58868705724957e-14,2.385010988580794e-16,3.9912160445853916e-16,6.278255775317871e-16,9.230896281662396e-16,1.2686546209281461e-15,1215.5209419813004,3.374079351862391e-16,1.6199748367931989e-15,3.170590538496947e-17,4.966108932682349e-16,1.8452499843492364e-14,9.556486005229628e-15,1.3074469050647219e-14,1.8452499843492364e-14,2.7588579961825423e-14,4.4852086846415335e-14,2.159852627647379e-16,3.364634848451593e-16,4.966108932682349e-16,6.838722819525662e-16,8.810631665430056e-16,,,,,,,,,,
29,1215.5770501467955,-1.864051909892414e-15,5.0936847e-15,-2.3933039833140064e-16,5.717362557703564e-15,1.3232179739123133e-14,1.930093918475715e-14,2.9094499363794714e-14,4.613293314607249e-14,9.72775758524345e-17,1.599247920642432e-16,2.4456012416609953e-16,3.5000930615081333e-16,4.702595946906368e-16,1215.5742780463565,-1e-15,2.3443511392506174e-15,3.1817034045909746e-17,1.9286210282632748e-16,1.6238045890326878e-14,8.708741466749309e-15,1.174452186296913e-14,1.6238045890326878e-14,2.350492315080917e-14,3.628805618275395e-14,8.856105068174334e-17,1.342364297009549e-16,1.9286210282632748e-16,2.5921294992597486e-16,3.2766942537291325e-16,,,,,,,,,,
30,1215.6304110517074,-1.6952882910802337e-15,3.5150366e-15,-2.39306359530376e-16,5.415658087013295e-15,1.0664244367757787e-14,1.4554622965742143e-14,2.0370174826880378e-14,2.990166202513241e-14,5.313396676219784e-17,8.731420287609179e-17,1.3319365622094663e-16,1.9002144789034999e-16,2.5395352934365626e-16,1215.6276141114126,-1e-15,2.8378606645836615e-15,3.192816270684963e-17,1.0198748384565148e-16,1.3412502741502244e-14,7.555008283160245e-15,9.979786937258654e-15,1.3412502741502244e-14,1.8584202680598482e-14,2.6812074095336592e-14,4.5411770408088066e-17,7.031857400563663e-17,1.0198748384565148e-16,1.3748492916158006e-16,1.7408625479982237e-16,,,,,,,,,,
31,1215.6837716110947,-3.044357799150113e-16,2.0337378e-15,-2.3928232088500835e-16,5.0245541451006145e-15,8.236289941333032e-15,1.0591019050387646e-14,1.3879454196854664e-14,1.890797498929135e-14,3.324651087822383e-17,5.312538580539093e-17,7.995721308335917e-17,1.1218806421753699e-16,1.4836823678523621e-16,1215.6809501764687,-6.937682741166684e-17,2.2057895990488574e-15,3.2039291367789903e-17,5.771854025280316e-17,1.0415804041323899e-14,6.217896242742271e-15,8.010931113020744e-15,1.0415804041323899e-14,1.3743259203033016e-14,1.845233757186436e-14,2.4814640089481188e-17,3.922792493785681e-17,5.771854025280316e-17,7.861123808300238e-17,1.0221797649665013e-16,,,,,,,,,,
32,1215.7371318249648,-2.530512939229116e-16,1.104264e-15,-2.392582823952943e-16,4.558880501408508e-15,6.2225200293095795e-15,7.621052242489082e-15,9.455809423694919e-15,1.208241146615108e-14,2.5910023364325365e-17,3.942801382819497e-17,5.729260949381202e-17,7.859798830565524e-17,1.0299753306605984e-16,1215.7342862415248,-1e-15,1.2633354518484685e-15,3.215042002873018e-17,3.633964074732508e-17,7.622335440612e-15,4.8163133660732695e-15,6.053446868592094e-15,7.622335440612e-15,9.634229800306016e-15,1.2191645883322035e-14,1.533270392480833e-17,2.4303109510428413e-17,3.633964074732508e-17,5.122929903705329e-17,7.217642322711184e-17,,,,,,,,,,
33,1215.7904916933244,-1.44635155955948e-16,9.158401e-16,-2.3923424406123084e-16,3.913157287213102e-15,4.6800926094866435e-15,5.51109820930472e-15,6.546893159438574e-15,7.941570455354471e-15,2.895233229462851e-17,4.413687224036646e-17,6.666261214400515e-17,9.974322626119996e-17,1.5460145126586436e-16,1215.787622306581,1.0850396219586618e-16,1.057039820710175e-15,3.226154868967006e-17,3.699679470037993e-17,5.297436046006784e-15,3.4602065828774854e-15,4.29115356294454e-15,5.297436046006784e-15,6.50784477215676e-15,7.936436363887972e-15,1.2899291056406687e-17,2.1585162314046816e-17,3.699679470037993e-17,6.302349420771589e-17,1.0835210913980973e-16,,,,,,,,,,
