,lya_model_low_2sig,lya_model_low_1sig,lya_model_median,lya_model_high_1sig,lya_model_high_2sig,lya_intrinsic_low_2sig,lya_intrinsic_low_1sig,lya_intrinsic_median,lya_intrinsic_high_1sig,lya_intrinsic_high_2sig,lya_ism_low_2sig,lya_ism_low_1sig,lya_ism_median,lya_ism_high_1sig,lya_ism_high_2sig,lya_reversal_low_2sig,lya_reversal_low_1sig,lya_reversal_median,lya_reversal_high_1sig,lya_reversal_high_2sig,lya_intrinsic_fluxes,vs_n value,am_n value,fw_L_n value,fw_G_n value,h1_col value,h1_b value,h1_vel value,h1_col2 value,h1_b2 value,h1_vel2 value,h1_col3 value,h1_b3 value,h1_vel3 value,d2h value,p value,am_b value,fw_L_b value,fw_G_b value,wave_lya,flux_lya,error_lya
74,6.145439039396403e-13,6.342078743415313e-13,6.55312104159883e-13,6.76823985458854e-13,6.976045996916429e-13,5.100042257238713e-12,5.258362409460147e-12,5.432152146775833e-12,5.615303902144325e-12,5.802980103534809e-12,0.11262510123762814,0.11785354913522113,0.1234041677361778,0.12913514864130557,0.13485533592205567,0.5052636189983493,0.5101575478757634,0.5155491138082351,0.5211071444463338,0.5268275476190709,,,,,,,,,,,,,,,,,,,,1215.761188899606,6.760286409303465e-13,4.254344950329128e-14
75,8.565597560022739e-13,8.785911819673946e-13,9.013825976317478e-13,9.245025044579334e-13,9.464063531029366e-13,4.980617176929873e-12,5.129312279762607e-12,5.291738856687667e-12,5.462570669759375e-12,5.637737736483123e-12,0.16028979975588092,0.1671432057771746,0.17437322362267976,0.18184215495593029,0.18911931017971734,0.5283540737762915,0.533810995647238,0.5398105270971287,0.5459920652439534,0.5523566674730258,,,,,,,,,,,,,,,,,,,,1215.774049986139,7.948199964496565e-13,4.56837631688644e-14
76,1.2503395610112618e-12,1.2784279169970274e-12,1.3077969135819177e-12,1.3374121812523164e-12,1.3656313155884732e-12,4.840120944740691e-12,4.977749891915476e-12,5.127831784323063e-12,5.285137811841144e-12,5.446592682825984e-12,0.24077293255953422,0.2503202683631861,0.26038039024617876,0.27068905510096,0.28067522406498435,0.5524823319304624,0.5584592156068693,0.5650348669025322,0.5718016461314799,0.5787325257832562,,,,,,,,,,,,,,,,,,,,1215.7869108249254,1.1777291269268998e-12,5.4578628942703045e-14
77,1.775673806472097e-12,1.8087204222463523e-12,1.843337454553353e-12,1.8777321358634057e-12,1.9103599450557895e-12,4.678559334119127e-12,4.804481551420122e-12,4.941203191111553e-12,5.084428175113776e-12,5.230642366124287e-12,0.354513135309773,0.36672083979625325,0.3794103136454663,0.3922215394606637,0.4046554669432487,0.5773572594860389,0.5838147572948589,0.5909045019389348,0.5981951566173787,0.6056438251163264,,,,,,,,,,,,,,,,,,,,1215.7997714159796,1.905949330974302e-12,6.832724083792943e-14
78,2.3069524998088532e-12,2.3403548003892884e-12,2.374942627472087e-12,2.4093267939313914e-12,2.4420494904056975e-12,4.497511714843626e-12,4.611142321913186e-12,4.734219923118632e-12,4.862993530795872e-12,4.994334372834045e-12,0.4813715503461162,0.4947937798310786,0.508557754033715,0.5223079214832439,0.5356008268768281,0.6026958271023863,0.6095786303434146,0.6171108655753309,0.6248353480895641,0.6327232839992244,,,,,,,,,,,,,,,,,,,,1215.812631759316,2.5098023301173405e-12,7.689430147304888e-14
79,2.6879385655149783e-12,2.721533498323402e-12,2.756542237104967e-12,2.7919066908697e-12,2.8265418906066905e-12,4.298505060272851e-12,4.399876104154366e-12,4.509545672327023e-12,4.6241900761239506e-12,4.74083160020539e-12,0.5909143335197476,0.6043702270330464,0.6181879361518907,0.6318955173569395,0.6450853574692608,0.6282265395582196,0.6354520457540171,0.6433397935111356,0.6514023492210848,0.6596035368449963,,,,,,,,,,,,,,,,,,,,1215.8254918549487,2.8703679511680296e-12,8.276556794518247e-14
80,2.8696176983933833e-12,2.9046753450204743e-12,2.941519906212021e-12,2.9789392543561167e-12,3.015151130405455e-12,4.084494379581491e-12,4.17408128992506e-12,4.270915171529266e-12,4.371973316200737e-12,4.475109199808181e-12,0.6680076925761136,0.6814126543518866,0.6951414719454635,0.7087611573781816,0.7218185838977756,0.65365047154549,0.6611368271715479,0.6692750492783948,0.6775753763348007,0.6859795541893384,,,,,,,,,,,,,,,,,,,,1215.8383517028924,3.140598280886286e-12,8.656478176416113e-14
81,2.9019328735704707e-12,2.9358692733584456e-12,2.9716489259754232e-12,3.0081078497647343e-12,3.043179201885322e-12,3.8585005862209745e-12,3.937382261257061e-12,4.022267236529588e-12,4.111002101207972e-12,4.2014703510991595e-12,0.7176272998680412,0.7307653497348254,0.7443147559789303,0.757759658338648,0.7705700967682959,0.678689195730147,0.6863392952682451,0.6946351555682395,0.7030525132245431,0.7115487920810735,,,,,,,,,,,,,,,,,,,,1215.8512113031607,3.056246361623514e-12,8.618644263980874e-14
82,2.8447213968273754e-12,2.8752210474015496e-12,2.9073963013668148e-12,2.9401530695358815e-12,2.9714586463668894e-12,3.624412320467159e-12,3.693409525212943e-12,3.767930588151705e-12,3.8457647881567514e-12,3.925087329819012e-12,0.750331086802138,0.7629430191311455,0.7760771406690269,0.7890965335053662,0.801508948983225,0.7031085196696605,0.710819393916881,0.7191559933068556,0.7275849505350888,0.7360652774576362,,,,,,,,,,,,,,,,,,,,1215.8640706557685,2.9780451212834426e-12,8.516264408085783e-14
83,2.737133994600654e-12,2.763565433215777e-12,2.7914156560438486e-12,2.8196038572222662e-12,2.8464588291795713e-12,3.3860668924722523e-12,3.4467790820175352e-12,3.512246880610041e-12,3.580593971072873e-12,3.64990846188974e-12,0.7737356661125437,0.7857156420401259,0.7982384842260893,0.8106378606984888,0.8224706612887805,0.7266657356196551,0.7343498038751913,0.7426252731669916,0.7509523540357604,0.759298050738271,,,,,,,,,,,,,,,,,,,,1215.8769297607298,2.8065335388496387e-12,8.275862227501499e-14
