,lya_model_low_2sig,lya_model_low_1sig,lya_model_median,lya_model_high_1sig,lya_model_high_2sig,lya_intrinsic_low_2sig,lya_intrinsic_low_1sig,lya_intrinsic_median,lya_intrinsic_high_1sig,lya_intrinsic_high_2sig,lya_ism_low_2sig,lya_ism_low_1sig,lya_ism_median,lya_ism_high_1sig,lya_ism_high_2sig,lya_reversal_low_2sig,lya_reversal_low_1sig,lya_reversal_median,lya_reversal_high_1sig,lya_reversal_high_2sig,lya_intrinsic_fluxes,vs_n value,am_n value,fw_L_n value,fw_G_n value,h1_col value,h1_b value,h1_vel value,h1_col2 value,h1_b2 value,h1_vel2 value,h1_col3 value,h1_b3 value,h1_vel3 value,d2h value,p value,wave_lya,flux_lya,error_lya
19,4.6936784959648905e-14,4.834067808960343e-14,4.978370134848056e-14,5.123446231428641e-14,5.264092190393005e-14,6.673233999231066e-14,6.96360838778533e-14,7.263847233034576e-14,7.568863121927333e-14,7.862042220538031e-14,0.7757763312119925,0.7840146295340579,0.7925564678793425,0.801237966540548,0.8097843045205825,0.9768840696077056,0.978113922745113,0.9792839714764626,0.9803737277996654,0.9813691710404895,,,,,,,,,,,,,,,,,1215.0163583405613,5.5456729599879026e-14,4.531278238080098e-15
20,6.118278099223589e-14,6.332439059698762e-14,6.552395715675683e-14,6.773083147456539e-14,6.986293071418599e-14,9.564197911929184e-14,1.0052904368264667e-13,1.0562599195810033e-13,1.1080490398589125e-13,1.1582151595786338e-13,0.7267271660325983,0.7362518709017425,0.7461743477713114,0.7563162126629456,0.7663825544997123,0.965880672018657,0.9677384294274176,0.9694992482307969,0.9711358864305849,0.972653670792912,,,,,,,,,,,,,,,,,1215.069722339536,6.43297651285414e-14,5.001377723748509e-15
21,7.994906222767218e-14,8.295339666879611e-14,8.604580462307237e-14,8.911420314578708e-14,9.210200288773477e-14,1.4147931409013889e-13,1.4955544708809255e-13,1.5807613043588828e-13,1.6672366797950713e-13,1.7518140508127066e-13,0.6568042458892706,0.6679710633215683,0.6796943575416133,0.6918039110934302,0.7039702701280611,0.9480049376717882,0.9509257291258166,0.9536408462452037,0.9561423789436575,0.9584974973302969,,,,,,,,,,,,,,,,,1215.1230859923203,8.277673175233113e-14,5.657174508821588e-15
22,9.052231633663922e-14,9.34994323841895e-14,9.654823452515642e-14,9.963862071637864e-14,1.0264117458856703e-13,2.1211870742515008e-13,2.2499054100177637e-13,2.3865749752174526e-13,2.5259179373828367e-13,2.663633330866843e-13,0.5165504330538186,0.5299007725026282,0.5443096092104107,0.5596503861665532,0.5758211248888196,0.9198921310275779,0.9244963069414274,0.9286594753623731,0.9324074558273769,0.9360159981204954,,,,,,,,,,,,,,,,,1215.1764492989212,9.830644870898365e-14,6.1410807997363176e-15
23,7.729450536484831e-14,7.938386039460893e-14,8.157313091794583e-14,8.386594303334912e-14,8.610965882588062e-14,3.151728638230731e-13,3.346864384523718e-13,3.5543897479444543e-13,3.7681539069100963e-13,3.9815201680875385e-13,0.2908987337165803,0.3038386265466181,0.31867669157404926,0.33545829959798207,0.35433846857225976,0.8777155284546189,0.8849267819772427,0.8911301629982912,0.8965159653962754,0.901724048650526,,,,,,,,,,,,,,,,,1215.2298122593452,1.1312449415881867e-13,6.504934399083221e-15
24,9.726968060844191e-14,1.00811630402492e-13,1.0473265957565758e-13,1.0892516849236719e-13,1.1335541985725967e-13,4.5362181954714057e-13,4.812890540063414e-13,5.10984746791384e-13,5.420122115097628e-13,5.732394075686454e-13,0.2215659119706416,0.23423496746024858,0.24782647558776344,0.26222556947619413,0.27671608283258264,0.8185417201438797,0.8294221174428422,0.8382775098110826,0.8455341806375718,0.8525572345806225,,,,,,,,,,,,,,,,,1215.283174873599,1.0891032342650258e-13,6.4575935678595595e-15
25,1.3383172417902186e-13,1.3727697874939865e-13,1.4076807319698948e-13,1.4429582100427168e-13,1.4759186381401467e-13,6.204004883620665e-13,6.57044405473117e-13,6.967208220141421e-13,7.385310937179212e-13,7.814683056039026e-13,0.21328234653966857,0.2258576435144567,0.2395692776241637,0.25415797000940765,0.2692070699509808,0.7420105678437647,0.7576458475611382,0.7697115279442457,0.778790343813523,0.7874483203856463,,,,,,,,,,,,,,,,,1215.336537141689,1.1850205372445015e-13,6.815845600057981e-15
26,9.429871360418514e-14,9.92562143944942e-14,1.0449685403278471e-13,1.097436146015019e-13,1.1478894931226918e-13,7.953435697100107e-13,8.404154990956974e-13,8.899113664767903e-13,9.427313677535516e-13,9.976788273952816e-13,0.1301561834348675,0.14020587627644612,0.1514943746440358,0.1638512817448989,0.1772252057692767,0.6523485241837318,0.6732578021328223,0.688795482652407,0.6993428711246763,0.709010250928574,,,,,,,,,,,,,,,,,1215.3898990636226,9.066634977919603e-14,5.984483232233701e-15
27,3.669784741396352e-14,3.87252039290392e-14,4.089432741620363e-14,4.308913033319256e-14,4.523793218113272e-14,9.50478993703775e-13,1.0026897794620484e-12,1.0606465399907908e-12,1.1231515444641275e-12,1.188889139815086e-12,0.05063143680527265,0.054649693114993014,0.059182816692711485,0.06417780212572213,0.06961776252581002,0.5582242636332199,0.5840409841911552,0.602980573260959,0.6143773551093427,0.6241303735012635,,,,,,,,,,,,,,,,,1215.4432606394062,5.195789346886364e-14,4.758807794375126e-15
28,1.6138105797015207e-14,1.667744945550144e-14,1.7244770031290383e-14,1.7824174011324552e-14,1.8385172888312615e-14,1.0619839712979036e-12,1.12047708087473e-12,1.1856480193459713e-12,1.2558697612028756e-12,1.3299141051254513e-12,0.021753130919585698,0.023227482184940394,0.02486300672930295,0.026647315000379347,0.028531628360944996,0.47050508667130947,0.5001132663179962,0.5218207665581232,0.5336084211109897,0.5423993954745261,,,,,,,,,,,,,,,,,1215.4966218690465,2.874782403118721e-14,3.884874680052092e-15
29,1.43175822282389e-14,1.4637806492619186e-14,1.4971641959479553e-14,1.5310506438164062e-14,1.5631963507117995e-14,1.1234953782491186e-12,1.188332251484583e-12,1.2590187992050495e-12,1.334929956897402e-12,1.4140082867253514e-12,0.015410630213532187,0.016398068059047945,0.017476654163923133,0.0186262013749986,0.019812498561564185,0.3989700958067648,0.4307709375477898,0.45420427480646225,0.46621455705785925,0.4734279621652442,,,,,,,,,,,,,,,,,1215.5499827525505,2.4372134023372486e-14,3.9430236122797505e-15
