,lya_model_low_2sig,lya_model_low_1sig,lya_model_median,lya_model_high_1sig,lya_model_high_2sig,lya_intrinsic_low_2sig,lya_intrinsic_low_1sig,lya_intrinsic_median,lya_intrinsic_high_1sig,lya_intrinsic_high_2sig,lya_ism_low_2sig,lya_ism_low_1sig,lya_ism_median,lya_ism_high_1sig,lya_ism_high_2sig,lya_reversal_low_2sig,lya_reversal_low_1sig,lya_reversal_median,lya_reversal_high_1sig,lya_reversal_high_2sig,lya_intrinsic_fluxes,vs_n value,am_n value,fw_L_n value,fw_G_n value,h1_col value,h1_b value,h1_vel value,h1_col2 value,h1_b2 value,h1_vel2 value,h1_col3 value,h1_b3 value,h1_vel3 value,d2h value,p value,am_b value,fw_L_b value,fw_G_b value,wave_lya,flux_lya,error_lya
39,1.9835853678338125e-14,2.02973160796642e-14,2.07810061330108e-14,2.1259076594460036e-14,2.1731891720371805e-14,2.1224116930680426e-14,2.1833754540043952e-14,2.2490756042517284e-14,2.316697010017537e-14,2.3836893233865584e-14,0.9138327123836116,0.9263063692423414,0.9394942649068923,0.9531479978150393,0.9645586223288103,0.7907983523988574,0.8371056823303001,0.9070342257924517,0.9701272659250627,0.9950050846243306,,,,,,,,,,,,,,,,,,,,1216.11295488185,2.1667696770908756e-14,2.120652344930351e-15
40,1.647622236462429e-14,1.6917624232266977e-14,1.737663443302632e-14,1.7831287136243242e-14,1.8274175675966194e-14,1.7397672775592287e-14,1.7897478900277203e-14,1.8418408914278876e-14,1.8938903728185897e-14,1.9443377634873226e-14,0.9340927487310383,0.9440793034815002,0.9545887591665251,0.9654281246472389,0.9744522314789045,0.8333858263146,0.8692710617825462,0.9247026779588015,0.9756540172862587,0.995924963585195,,,,,,,,,,,,,,,,,,,,1216.166291653327,1.6846989816601958e-14,7.373480630552924e-16
41,1.3482535799312448e-14,1.3897941144025473e-14,1.432673370665536e-14,1.4753410786920268e-14,1.5167043497048085e-14,1.4077112227966388e-14,1.4526379267705957e-14,1.4975916396518715e-14,1.5417895202786187e-14,1.5840826124280083e-14,0.9479821422787288,0.9560817302023789,0.964576786330811,0.9733020923972375,0.9805488526836224,0.8679981189769186,0.8956767427989354,0.9393325954969078,0.9802289385628865,0.9966928750154663,,,,,,,,,,,,,,,,,,,,1216.2196280782764,1.5152404089892432e-14,1.9317379359783075e-15
42,1.0981457098791619e-14,1.1352324828291251e-14,1.1737384001746588e-14,1.2125575577904935e-14,1.2499176605301089e-14,1.1365974383515859e-14,1.1759730952204763e-14,1.2152651616598668e-14,1.2540394392494303e-14,1.2912949630372818e-14,0.9577977254916612,0.9644689570107151,0.9714408903434419,0.9785882587801755,0.9845101722314624,0.8952197074371054,0.9166209017970595,0.9510802363009436,0.9839671091921006,0.9973110078355424,,,,,,,,,,,,,,,,,,,,1216.2729641567062,1.1835616236066396e-14,3.005062729592427e-15
43,8.974203238798304e-15,9.290307893995207e-15,9.61914071635354e-15,9.956147870593184e-15,1.0284934827315009e-14,9.223925806656133e-15,9.5580698858271e-15,9.893319467605286e-15,1.022655649068449e-14,1.0551707712148733e-14,0.964979831018088,0.970554562408482,0.9763713715198363,0.9823228765885355,0.9872464236822973,0.9161310833312801,0.9329398505784494,0.9603855826354641,0.9869532961580905,0.9978069417261354,,,,,,,,,,,,,,,,,,,,1216.326299888622,1.2215887582795014e-14,1.2727446632800592e-15
44,7.394774222230327e-15,7.654968882758152e-15,7.928205627009574e-15,8.208571220150703e-15,8.48789847748394e-15,7.560422913578127e-15,7.835899756277445e-15,8.114510928784186e-15,8.392680420647306e-15,8.669329883566289e-15,0.9704183201566802,0.9751418045211646,0.9800707072632964,0.9851072573488193,0.9892681117640615,0.9321114116622269,0.945507755577003,0.9676665340843371,0.9893051347253284,0.9981988274890939,,,,,,,,,,,,,,,,,,,,1216.3796352740314,9.837466999993548e-15,1.068866250332551e-15
45,6.1561491417581515e-15,6.3721131975096935e-15,6.597017480943434e-15,6.82486074879544e-15,7.056151206540481e-15,6.270815448449293e-15,6.49585841041488e-15,6.726621429027888e-15,6.9556522357556464e-15,7.183068730169438e-15,0.9746448314323439,0.9786965666528448,0.9829276922399197,0.9872448468089448,0.9908120116006489,0.9441774918061403,0.9551158186556411,0.9732907532123761,0.9911443685829293,0.998503998153941,,,,,,,,,,,,,,,,,,,,1216.4329703129408,8.173168228104915e-15,1.723953138306946e-15
46,5.186462526384251e-15,5.3657943223570935e-15,5.5535081866890294e-15,5.741180772923838e-15,5.9311543670404796e-15,5.2650874093978934e-15,5.4533254702896246e-15,5.64608118571759e-15,5.836179927898257e-15,6.025146299646944e-15,0.9779643385036388,0.9814824036547318,0.9851541978506896,0.9889008958456652,0.9919938629383801,0.9533109077379531,0.962443739788131,0.977589136571045,0.9925348283808164,0.9987050766774986,,,,,,,,,,,,,,,,,,,,1216.4863050053568,5.065252004484079e-15,7.38287801329816e-16
47,4.417304702347802e-15,4.572764596589267e-15,4.732377686430791e-15,4.893927263575782e-15,5.052697775331186e-15,4.476112501254231e-15,4.635926914942159e-15,4.800307852281486e-15,4.964514168847128e-15,5.12393413736112e-15,0.9805511684772309,0.9836358670178018,0.9868534286476556,0.9901365227224183,0.9928450820196486,0.9602241871468384,0.9680003265738851,0.9808492594578305,0.9935122602059748,0.9987544825983722,,,,,,,,,,,,,,,,,,,,1216.5396393512865,4.0382696146608286e-15,1.3488387654356582e-15
48,3.802901711146992e-15,3.941400753075483e-15,4.082076939902577e-15,4.226174638056802e-15,4.365066571778327e-15,3.846409900792059e-15,3.988215588874575e-15,4.133101246619527e-15,4.279809501344233e-15,4.42122386613165e-15,0.9823189536897496,0.9850455987807226,0.9878902324711305,0.9907901273877932,0.9931832173777277,0.9652005764605006,0.9719558080409666,0.9830482400569323,0.9939263425295815,0.9984252104036668,,,,,,,,,,,,,,,,,,,,1216.5929733507367,2.4106667240121237e-15,7.242356247665543e-16
