,lya_model_low_2sig,lya_model_low_1sig,lya_model_median,lya_model_high_1sig,lya_model_high_2sig,lya_intrinsic_low_2sig,lya_intrinsic_low_1sig,lya_intrinsic_median,lya_intrinsic_high_1sig,lya_intrinsic_high_2sig,lya_ism_low_2sig,lya_ism_low_1sig,lya_ism_median,lya_ism_high_1sig,lya_ism_high_2sig,lya_reversal_low_2sig,lya_reversal_low_1sig,lya_reversal_median,lya_reversal_high_1sig,lya_reversal_high_2sig,lya_intrinsic_fluxes,vs_n value,am_n value,fw_L_n value,fw_G_n value,h1_col value,h1_b value,h1_vel value,h1_col2 value,h1_b2 value,h1_vel2 value,h1_col3 value,h1_b3 value,h1_vel3 value,d2h value,p value,wave_lya,flux_lya,error_lya
0,1.0558919860485168e-14,1.0583771163508263e-14,1.061003731900395e-14,1.0635669342031335e-14,1.0662101483983341e-14,1.0739726199335889e-14,1.0765770434196886e-14,1.0793497987143096e-14,1.082050192302068e-14,1.0847901978584135e-14,0.6938806023401376,0.6940617041327709,0.6942417386590971,0.694423792454705,0.6945968412679736,0.7041491600858907,0.7041672363781928,0.704187296726445,0.7042069939673166,0.7042264839300549,1.6489259515213176e-12,-4.714842343324822,-10.56931541231735,17.834835668689863,115.8665673795406,17.94746654581142,11.910318285988843,-27.830651689409752,,,,,,,,1.000058597659042,1214.006357599127,1.2968675619431104e-14,2.491649901053764e-16
1,1.4054870932950622e-14,1.4088042877567158e-14,1.4122909154485745e-14,1.4156952694736416e-14,1.4192146113378733e-14,1.4307753799801246e-14,1.4342507057150242e-14,1.437934129970154e-14,1.4415324833621248e-14,1.4451839197966908e-14,0.8818311673668496,0.8820723897262005,0.8823122787552897,0.882554782583145,0.882785365235923,0.8955150223841168,0.895539046984371,0.895565749701476,0.8955920261604055,0.8956179407095195,1.6609674179662929e-12,-4.563491266781862,-10.56240590669868,17.983201116757076,116.14478389965825,17.95403253833348,11.95058843247188,-27.77672900148178,,,,,,,,1.0003904344611179,1214.0598487982559,1.466596934533776e-14,2.55657895932628e-15
2,1.5819116779511137e-14,1.5856220508558942e-14,1.5895475023730426e-14,1.5933666302045508e-14,1.5973072032849502e-14,1.6124078226256758e-14,1.6163013881921776e-14,1.6204475046615465e-14,1.6245139477418075e-14,1.62861238343307e-14,0.9300763984127345,0.9303481650060679,0.9306184484954427,0.9308916527703202,0.9311515539821228,0.9455007409660685,0.9455277641422665,0.9455578458058145,0.9455873692104787,0.945616656728515,1.6746170932069498e-12,-4.407376825731873,-10.555174418409415,18.135869156269933,116.4357987680772,17.960727124780036,11.99308664601369,-27.72065694525147,,,,,,,,1.0015621096301888,1214.1133399973846,1.4876457619165463e-14,7.626372662269672e-16
3,1.7380289502286866e-14,1.7420742843953157e-14,1.746376413289609e-14,1.750577230156879e-14,1.754873630515754e-14,1.7741103530845104e-14,1.7784014680862232e-14,1.7829487454923638e-14,1.7874277617808567e-14,1.791927926868255e-14,0.9519211746915188,0.9522201025767985,0.9525172811796068,0.9528177738013384,0.9531036895121952,0.9688928607023858,0.9689224783098243,0.9689555217874974,0.96898804484808,0.9690201717160359,1.6884324282905308e-12,-4.249071400713119,-10.547956967394652,18.290319568199948,116.7271000130585,17.96728122608056,12.035117701619,-27.664380146826367,,,,,,,,1.0041564041057727,1214.1668311965134,1.4272175078181128e-14,1.0042570847440553e-15
4,1.8986093823097e-14,1.9030154688031168e-14,1.9076980412052088e-14,1.9122784501144428e-14,1.9169510561199155e-14,1.941282755434763e-14,1.9459561765633278e-14,1.9509232063388908e-14,1.9558245478010847e-14,1.960748759554263e-14,0.964518262137259,0.9648450507362216,0.9651701212895353,0.9654985707434859,0.9658112588220051,0.9830839074567884,0.9831162199786246,0.9831523009801038,0.9831878810014649,0.9832230133192001,1.7029617560876818e-12,-4.094592876830839,-10.540836779928402,18.439169197897833,117.00813963466497,17.97355451096054,12.076238854848544,-27.608589779656484,,,,,,,,1.0082810294088462,1214.2203223956421,1.8287763382131246e-14,4.531276960870971e-15
5,2.069133357854427e-14,2.073905626554333e-14,2.0789732783689086e-14,2.083941605906811e-14,2.0890002377561144e-14,2.1196529894650104e-14,2.1247970161080355e-14,2.1302214644976214e-14,2.135558139469889e-14,2.1409135081112043e-14,0.9701916656724815,0.9705479665469952,0.9709026395174029,0.9712608004842536,0.9716018563322757,0.9904495264435866,0.9904847299668788,0.9905241339471871,0.9905629057307246,0.9906012064053893,,,,,,,,,,,,,,,,,1214.273813594771,2.2723258572913514e-14,4.1281064468274316e-15
6,2.2562622530280727e-14,2.2614150115663207e-14,2.266932659782764e-14,2.2722968707403174e-14,2.2778254506252622e-14,2.3164887687428782e-14,2.3221094523161457e-14,2.3280195770758737e-14,2.3338586518865177e-14,2.3397400462942736e-14,0.9715224947856214,0.9719112223077687,0.972298152609508,0.9726888489566501,0.9730609468909408,0.9936334470706087,0.9936720149132692,0.9937149801387024,0.993757309083983,0.993799152238087,,,,,,,,,,,,,,,,,1214.3273047938997,2.1801697678885308e-14,5.933309957702488e-17
7,2.4669205778226084e-14,2.4725019049746102e-14,2.4784827125046376e-14,2.4843164308219466e-14,2.4903877690331944e-14,2.5392739837244754e-14,2.5454510358366127e-14,2.551910204105593e-14,2.5583005884729705e-14,2.5647205248989598e-14,0.970435867872855,0.9708609379809382,0.9712835283169925,0.9717109517980543,0.9721180023410126,0.9946237575376031,0.9946660294026513,0.9947130054373451,0.9947593738422096,0.9948051905757298,,,,,,,,,,,,,,,,,1214.3807959930284,2.2158894938342187e-14,1.3198071194956737e-15
8,2.7084119351201026e-14,2.7145371754591305e-14,2.721032037551019e-14,2.7273778700023743e-14,2.7339885224706393e-14,2.796180252808969e-14,2.803009078274689e-14,2.810143146877606e-14,2.8171707100058442e-14,2.8241780606881315e-14,0.9680833878401759,0.9685496629684596,0.969012719634653,0.9694822532099191,0.9699289122248443,0.9946344244325699,0.9946808480570348,0.9947326435230458,0.9947836210362274,0.9948338976645859,,,,,,,,,,,,,,,,,1214.4342871921572,2.5701656571867758e-14,2.7517759935696467e-15
9,2.989243639047175e-14,2.9959655268601015e-14,3.0030520566659665e-14,3.009993175608783e-14,3.017168761004327e-14,3.097031873608583e-14,3.104584995532628e-14,3.112439664735214e-14,3.12026355495983e-14,3.1279726232712155e-14,0.9649486506408217,0.9654621893173778,0.9659728558556214,0.9664899587696175,0.9669822327934471,0.9942147385638261,0.9942661703993435,0.9943234103923533,0.9943799831867475,0.9944357667798516,,,,,,,,,,,,,,,,,1214.487778391286,3.1892305234282474e-14,1.991770542700081e-15
10,3.3205173088563744e-14,3.327946880389628e-14,3.3357240826343594e-14,3.343289518204673e-14,3.351109308586734e-14,3.454653678218211e-14,3.4630803631772244e-14,3.4718883515668354e-14,3.4806197611286916e-14,3.4892311162763806e-14,0.9611824634065685,0.9617521734960148,0.9623169687350238,0.9628899728287982,0.9634348793346056,0.9935915544633619,0.9936490143717566,0.9937128174237208,0.993775849331193,0.9938377721006216,,,,,,,,,,,,,,,,,1214.5412695904147,3.6163890576643906e-14,1.009737304606451e-15
