,lya_model_low_2sig,lya_model_low_1sig,lya_model_median,lya_model_high_1sig,lya_model_high_2sig,lya_intrinsic_low_2sig,lya_intrinsic_low_1sig,lya_intrinsic_median,lya_intrinsic_high_1sig,lya_intrinsic_high_2sig,lya_ism_low_2sig,lya_ism_low_1sig,lya_ism_median,lya_ism_high_1sig,lya_ism_high_2sig,lya_reversal_low_2sig,lya_reversal_low_1sig,lya_reversal_median,lya_reversal_high_1sig,lya_reversal_high_2sig,lya_intrinsic_fluxes,vs_n value,am_n value,fw_L_n value,fw_G_n value,h1_col value,h1_b value,h1_vel value,h1_col2 value,h1_b2 value,h1_vel2 value,h1_col3 value,h1_b3 value,h1_vel3 value,d2h value,p value,wave_lya,flux_lya,error_lya
0,6.307131657567346e-16,6.503440951896034e-16,6.709666297864774e-16,6.915495844004245e-16,7.110533740210727e-16,6.354512018040316e-16,6.552986407868634e-16,6.762435001938942e-16,6.971288731751066e-16,7.168650670896862e-16,0.6991918419046276,0.699912779673369,0.7006482147640756,0.7013614539324209,0.7020405468414033,0.7052380325741933,0.7053136849092971,0.705377774065076,0.7054318084804883,0.7054786538411912,2.932396998090269e-13,-49.60853696119535,-11.50134708589413,24.246423659369107,123.03525201696687,17.700481286971126,15.647214608635162,-22.001721153584445,,,,,,,,1.0025491909778461,1212.0048831006504,2.37419407890674e-15,1.0105949359440358e-15
1,8.187920089945605e-16,8.442762909745811e-16,8.710393373669056e-16,8.977549369436213e-16,9.230620765328014e-16,8.249477390097095e-16,8.507035615518351e-16,8.77889944208928e-16,9.049929238301092e-16,9.30609695615242e-16,0.8893296318186295,0.8902466209509576,0.8911820497978717,0.8920892467772519,0.8929530117849656,0.8969963533382521,0.8970945749136254,0.8971777930326338,0.8972479591231819,0.8973087799113111,3.095504055065191e-13,-48.850265208474376,-11.464462570967443,25.50937812488874,125.52318156987837,17.76739868286727,15.858665908400875,-21.732330693479852,,,,,,,,1.0179313629891047,1212.0582510413603,1.809692312070689e-15,1.0105949359440358e-15
2,8.894679368429408e-16,9.171215158775203e-16,9.461766091037333e-16,9.751858381330314e-16,1.0026721698118066e-15,8.961227797747561e-16,9.241044777275853e-16,9.536235486872815e-16,9.830509076184517e-16,1.010871123119976e-15,0.9391569027349198,0.940125268841869,0.9411131078018735,0.9420711331221169,0.9429832930685659,0.9472177567914346,0.9473245013539632,0.9474149178562763,0.9474911554581361,0.9475572509901395,3.2654770361017984e-13,-48.092140574844336,-11.423895897505826,26.82799243813912,128.05365056704267,17.828083494025392,16.06241330616028,-21.43793613820837,,,,,,,,1.0702315353199574,1212.1116186350027,3.0460389880153406e-15,1.033811110465163e-15
3,9.396009937710955e-16,9.687962643927268e-16,9.994717317636787e-16,1.0301079477977525e-15,1.0591209250066964e-15,9.466315874238728e-16,9.76172523558374e-16,1.0073336766252009e-15,1.0384145232403227e-15,1.067789519428835e-15,0.9626156967249595,0.9636082512299748,0.9646207649920177,0.9656027204122897,0.9665376648074366,0.9708380175500049,0.9709508269455468,0.9710463371300648,0.9711268982605726,0.9711967341962304,3.4427973490674554e-13,-47.32642210720591,-11.38038510493521,28.162330397385166,130.62809821217184,17.883020856153962,16.262678503436135,-21.113104582655637,,,,,,,,1.1785230369842767,1212.1649858815842,8.103654360851109e-16,1.0105949359440358e-15
4,9.838473587758343e-16,1.0144088005438672e-15,1.0465114653531013e-15,1.0785853299297173e-15,1.108913320604802e-15,9.912123714813796e-16,1.0221449046641545e-15,1.054737197907478e-15,1.0872669095271846e-15,1.1180165647984397e-15,0.9769740501778668,0.9779814096029066,0.9790090259967899,0.9800056282413834,0.9809545182454894,0.9852758664676341,0.9853939610408801,0.9854940131098298,0.985578382775169,0.9856515160598649,3.6244500316751375e-13,-46.59306036051621,-11.335808569514766,29.48032351090674,133.07335258821166,17.931052852378723,16.460341489749254,-20.74909672910135,,,,,,,,1.3357699541248826,1212.2183527811117,1.3725627455771644e-15,1.0105949359440358e-15
5,1.0241956519765324e-15,1.0559794295073486e-15,1.0893831161059445e-15,1.1227613740300193e-15,1.1542978619599013e-15,1.0318415320566238e-15,1.0640535654153218e-15,1.0979510686204284e-15,1.1317823933810943e-15,1.163794876805363e-15,0.9845949681510123,0.9856101855161339,0.9866458178652456,0.9876501941381837,0.9886064859897447,0.9929148286149763,0.9930378423250759,0.9931420130521624,0.993229899114881,0.9933060430095706,,,,,,,,,,,,,,,,,1212.271719333592,2.702260580026327e-15,1.0105949359440358e-15
6,1.0629170242976565e-15,1.095857808944239e-15,1.1305098221795303e-15,1.1651176330096007e-15,1.1978208534433442e-15,1.0708322861548909e-15,1.1042346195193115e-15,1.1393978464643376e-15,1.1744765808503076e-15,1.207673086593629e-15,0.9881094218856209,0.989128263009319,0.99016759198709,0.9911755533219648,0.992135258600953,0.9964089040000778,0.9965366070959707,0.9966447374359884,0.9967359774586093,0.9968150241680598,,,,,,,,,,,,,,,,,1212.3250855390315,2.1257082781484554e-15,1.0105949359440358e-15
7,1.1017401293186697e-15,1.1358678965492365e-15,1.1717571883974346e-15,1.2076103619452098e-15,1.2414933072697733e-15,1.1099284513283818e-15,1.1445533436374053e-15,1.180974459365885e-15,1.2173056186925662e-15,1.2517057193145284e-15,0.989499622388323,0.990519896949868,0.9915606881904567,0.9925700676560804,0.9935311231729388,0.9977574857855998,0.9978898618420505,0.9980019559223585,0.9980965793329536,0.9981785100630292,,,,,,,,,,,,,,,,,1212.3784513974374,1.2308309747720168e-15,1.0105949359440358e-15
8,1.1418312794802959e-15,1.1771914003657343e-15,1.2143661256003265e-15,1.2515089621589495e-15,1.2866046230021644e-15,1.1503435369359799e-15,1.1862001428094802e-15,1.2239102994974429e-15,1.2615395299217498e-15,1.297171586359798e-15,0.98998283459204,0.9910036073944212,0.9920449068949603,0.9930547792809095,0.9940163041195782,0.998188291319248,0.9983254552248257,0.998441656529719,0.9985397293981438,0.9986246791175952,,,,,,,,,,,,,,,,,1212.4318169088165,2.5655167821103312e-15,1.0105949359440358e-15
9,1.1838148295898301e-15,1.2204832889939003e-15,1.2589872969738638e-15,1.2974785563061458e-15,1.3338198744062594e-15,1.192635377093104e-15,1.229818078615066e-15,1.268889663319646e-15,1.3078740930600717e-15,1.3448212020157479e-15,0.9901210844407433,0.9911419997927533,0.9921834447094484,0.993193458122797,0.9941551172371915,0.9982678467334167,0.9984101382111766,0.9985306503716385,0.998632361217184,0.9987204992258492,,,,,,,,,,,,,,,,,1212.4851820731753,1.9792748613958947e-15,1.0105949359440358e-15
10,1.2281019568228116e-15,1.2661239647563737e-15,1.3060273268996525e-15,1.3459411495245998e-15,1.3836130137365932e-15,1.2372515892249746e-15,1.275808717548119e-15,1.3163233879683065e-15,1.3567086731553067e-15,1.395033035541123e-15,0.9901630590936028,0.9911840177257409,0.9922255067928835,0.9932355630241894,0.9941972629066353,0.9982469668069527,0.9983946302339827,0.998519668488488,0.9986252221468873,0.9987166902434512,,,,,,,,,,,,,,,,,1212.5385468905206,1.6778342696395088e-15,1.0105949359440358e-15
11,1.2748990765510858e-15,1.3143480151839086e-15,1.3557295705951813e-15,1.3971452233089793e-15,1.436229731919398e-15,1.2843586282606584e-15,1.3244066813018502e-15,1.366431305729571e-15,1.4083331503119345e-15,1.4480875530882187e-15,0.9901630590936027,0.9911840177257409,0.9922255067928833,0.9932355630241894,0.9941972629066355,0.9981801351883737,0.9983334765484773,0.9984632851738015,0.9985728971877874,0.998667836517916,,,,,,,,,,,,,,,,,1212.591911360859,3.3063742311467747e-15,1.0339970022782664e-15
12,1.3244641570269135e-15,1.3654030588349074e-15,1.4083411124805646e-15,1.4513604885082527e-15,1.4918997249857777e-15,1.3342955896182872e-15,1.3758661090459709e-15,1.4194637350048039e-15,1.46297789534502e-15,1.5042288595945604e-15,0.9901630590936028,0.9911840177257409,0.9922255067928835,0.9932355630241894,0.9941972629066353,0.9981094400779815,0.9982687079207797,0.9984035891646177,0.9985174977693207,0.9986162247143718,,,,,,,,,,,,,,,,,1212.6452754841978,3.670806007885824e-15,1.1017849879274544e-15
13,1.3769383880460378e-15,1.4195105532348075e-15,1.4640908483861294e-15,1.5087939225495701e-15,1.550926833989588e-15,1.3872047710392257e-15,1.430372236940053e-15,1.4756519400765064e-15,1.520877760775079e-15,1.5637184146302991e-15,0.9901630590936027,0.9911840177257409,0.9922255067928833,0.9932355630241894,0.9941972629066355,0.9980344984287763,0.9982000563109116,0.9983403311191538,0.9984587903779631,0.9985614600681942,,,,,,,,,,,,,,,,,1212.6986392605436,7.422086884458488e-16,1.0105949359440358e-15
14,1.4326713065898086e-15,1.4769328452421943e-15,1.5232706878976161e-15,1.569751946385291e-15,1.6135321971247931e-15,1.4433404666114584e-15,1.488231591883688e-15,1.5353129954052654e-15,1.5823151310860157e-15,1.6268513155742412e-15,0.9901630590936027,0.9911840177257409,0.9922255067928835,0.9932355630241894,0.9941972629066353,0.9979549739271036,0.9981272218871832,0.9982731830864116,0.998396492627272,0.9985033247506364,,,,,,,,,,,,,,,,,1212.7520026899028,1.206565272173274e-15,1.0105949359440358e-15
15,1.4918637942772013e-15,1.537947788976842e-15,1.5861287806139864e-15,1.6345010229931198e-15,1.6800750654940409e-15,1.502997421183619e-15,1.5496966833487007e-15,1.5986857436447953e-15,1.6475698981129486e-15,1.6938684720100252e-15,0.9901630590936027,0.9911840177257409,0.9922255067928835,0.9932355630241895,0.9941972629066355,0.9978704464497651,0.998049775023133,0.9982018456926691,0.9983303031400521,0.9984416300625222,,,,,,,,,,,,,,,,,1212.8053657722824,2.436060021000641e-15,1.0105949359440358e-15
16,1.5548217992945775e-15,1.6028143677681014e-15,1.6530059660023708e-15,1.7033511068563585e-15,1.7507973893323208e-15,1.5664521108773958e-15,1.6150790975608062e-15,1.6660683536924029e-15,1.716989043532259e-15,1.7651825537674375e-15,0.9901630590932432,0.9911840177254179,0.992225506792599,0.9932355630239413,0.9941972629064225,0.9977805521478582,0.9979673921710073,0.9981259659104409,0.9982599175102995,0.9983760032118544,,,,,,,,,,,,,,,,,1212.858728507689,2.907236057338713e-15,1.0105949359440358e-15
17,1.621951895217472e-15,1.6719067496396984e-15,1.7242426974663023e-15,1.7767075484082137e-15,1.826134215718092e-15,1.6340075698049275e-15,1.6847125255904463e-15,1.7378691345872661e-15,1.7909476650200095e-15,1.8411658844007085e-15,0.9901630590916638,0.9911840177239989,0.9922255067913495,0.9932355630228521,0.9941972629054883,0.9976847753077389,0.997879674184817,0.9980451171445486,0.9981849470142827,0.9983060812415713,,,,,,,,,,,,,,,,,1212.91209089613,8.819968524054991e-16,1.0105949359440358e-15
